ID	Dying	bystander	high	low
EUB115-5	0.150918741412425	0.268398280782189	0.173982584020168	0.406700393785218
EUB003-5	0.136863710425779	0.469536984223545	0.0947753851977488	0.298823920152927
EUB078-5	0.185583261816074	0.263881457724708	0.314565723911751	0.235969556547468
EUB146-5	0.164038196639933	0.352246164738992	0.142182786843873	0.341532851777202
EUB008-5	0.0275642232296865	0.725175867027138	0.0404936142491306	0.206766295494045
EUB010-5	0.211092816994532	0.28950917503683	0.23816655390091	0.261231454067728
EUB082-5	0.154055774903819	0.331572140379194	0.13490838392209	0.379463700794897
EUB156-5	0.102066393082823	0.440024482202793	0.134100172996685	0.323808951717699
EUB014-5	0.148085801627411	0.458162498302998	0.122559033473517	0.271192666596074
EUB084-5	0.0688292315624794	0.331061384069572	0.190986377455094	0.409123006912855
EUB159-5	0.148238306354572	0.304091374586734	0.218421509230957	0.329248809827738
EUB028-5	0.0972069068487664	0.472922029487928	0.0937717598500454	0.336099303813261
EUB030-5	0.0901491817785212	0.498141401623618	0.115417394039574	0.296292022558287
EUB091-5	0.152368722559591	0.518647817941032	0.0654467698040944	0.263536689695283
EUB164-5	0.15550241494873	0.212875491206166	0.236209104593832	0.395412989251271
EUB033-5	0.161195429057634	0.366396940096251	0.090971572005028	0.381436058841087
EUB100-5	0.100747073607835	0.37949281455121	0.0961305730172477	0.423629538823707
EUB172-5	0.0799671828882748	0.41920246898756	0.12998135230271	0.370848995821455
EUB106-5	0.121672656634529	0.430981460590896	0.0954999778353314	0.351845904939243
EUB041-5	0.104819249575986	0.384767379704853	0.13195413602992	0.37845923468924
EUB110-5	0.0943539514039902	0.526047951851859	0.0748956557733169	0.304702440970834
EUB196-5	0.133638770772166	0.534255489280108	0.120925941374396	0.211179798573331
EUB045-5	0.228258288902118	0.420610210154687	0.114311760025256	0.236819740917939
EUB004-5	0.167042829641959	0.290041827502754	0.239401742542868	0.303513600312419
EUB080-5	0.324112495265193	0.178696262950262	0.330924994215014	0.166266247569532
EUB153-5	0.0767787201823925	0.447452105424621	0.125236744823916	0.350532429569071
EUB081-5	0.0516705671177145	0.569149661216124	0.0584442910024172	0.320735480663744
EUB155-5	0.136484653763758	0.305723779971906	0.189036193314686	0.368755372949651
EUB012-5	0.106818558021587	0.414035147811019	0.106250066195533	0.372896227971861
EUB083-5	0.100478050795571	0.457737468616754	0.134321607415509	0.307462873172166
EUB157-5	0.107632533057653	0.398983991700488	0.129717621144593	0.363665854097266
EUB024-5	0.276461184314665	0.225264495129026	0.298644339940493	0.199629980615816
EUB085-5	0.06897551572941	0.37672722688682	0.13541227867802	0.41888497870575
EUB160-5	0.135541201215521	0.245657648390813	0.167939399494302	0.450861750899364
EUB090-5	0.116018057867503	0.545951784344695	0.14671545230382	0.191314705483983
EUB162-5	0.113617980639221	0.302140922278434	0.108253139847155	0.47598795723519
EUB032-5	0.100981597521411	0.292238813695471	0.203458871662596	0.403320717120522
EUB094-5	0.0401672533584514	0.567832173081964	0.126176992180208	0.265823581379378
EUB171-5	0.0903543085397314	0.419388664584677	0.131955976115996	0.358301050759596
EUB035-5	0.24805895413408	0.210598126267479	0.198753684565551	0.342589235032891
EUB101-5	0.160364005769263	0.341722359421642	0.124011597377821	0.373902037431274
EUB103-5	0.148680824185541	0.331353735001271	0.146925181999198	0.373040258813989
EUB040-5	0.0647401380814118	0.461656481761613	0.0981910185639388	0.375412361593037
EUB107-5	0.107313212276479	0.430029528468994	0.103325876221103	0.359331383033424
EUB176-5	0.228870112696972	0.258975723626402	0.182856665815502	0.329297497861123
EUB117-5	0.103690303788172	0.297577062501952	0.144300674024502	0.454431959685373
EUB199-5	0.0942515646546536	0.344855492292541	0.176215139345183	0.384677803707622
