ID	Dying	bystander	high	low
AFB182-5	0.145657832148307	0.419465944340456	0.123418332142492	0.311457891368745
AFB186-5	0.0637112638417237	0.394823512681158	0.214208031330476	0.327257192146642
AFB090-5	0.11761973854986	0.373992938751476	0.177835021959317	0.330552300739347
AFB190-5	0.186018597570062	0.40943197985368	0.128024629172908	0.27652479340335
AFB093-5	0.154117089513665	0.564967514461535	0.0814986976163802	0.199416698408419
AFB018-5	0.0733195190826521	0.768402014928581	0.0493843517134635	0.108894114275303
AFB095-5	0.12000599980436	0.553908140758957	0.0654342473059034	0.26065161213078
AFB022-5	0.153679186284099	0.846320813715901	0	0
AFB197-5	0	0.546165687827773	0.107436312486254	0.346397999685974
AFB105-5	0.0535194388168186	0.851403458464454	0.0309669493881367	0.0641101533305904
AFB201-5	0.109928744853969	0.369866559354921	0.13840159087638	0.381803104914729
AFB028-5	0.0614374233135369	0.566723871142614	0.128075252464998	0.243763453078851
AFB108-5	0.0352978887582783	0.736170482879558	0.0639607850510553	0.164570843311109
AFB203-5	0.0260459583944795	0.563170513710969	0.0702957179877871	0.340487809906764
AFB031-5	0.0560829082936579	0.491450955792467	0.0882419578832417	0.364224178030633
AFB114-5	0.155944987169968	0.689661396747573	0.133045812955524	0.0213478031269349
AFB205-5	0.0558814980225844	0.455691399649518	0.114082617491634	0.374344484836264
AFB035-5	0.157253903914222	0.588211628979994	0.154957923779688	0.0995765433260955
AFB126-5	0.088976207759397	0.495825297935335	0.108325346596303	0.306873147708965
AFB208-5	0	0.546838988053327	0.131077138635358	0.322083873311315
AFB039-5	0.0683959270555874	0.501540992814377	0.0955376203470171	0.334525459783019
AFB132-5	0.114977763556123	0.54058153985271	0.0763455700396857	0.268095126551481
AFB211-5	0.0361980635925401	0.472482504697436	0.0728929237922061	0.418426507917818
AFB041-5	0.0693232953250053	0.310360831704897	0.185558872908846	0.434757000061252
AFB136-5	0.140962717837748	0.59498600912621	0.128268723781198	0.135782549254843
AFB042-5	0.056795000726998	0.650915085664152	0.0752730652347771	0.217016848374073
AFB213-5	0.0583002536179668	0.428754444091946	0.0863051584296981	0.426640143860389
AFB139-5	0.106609232709709	0.530397825665669	0.10132961133442	0.261663330290202
AFB044-5	0.0656694296787228	0.379558767229736	0.172605301566273	0.382166501525269
AFB045-5	0.0342648114116633	0.599489468825511	0.152501826432637	0.213743893330188
AFB087-5	0.0255962851368037	0.352596418267972	0.162962348999736	0.458844947595488
AFB013-5	0.132812902192577	0.633236483099695	0.10212211525916	0.131828499448569
AFB017-5	0.123064469846049	0.495282111553719	0.137238991938605	0.244414426661627
AFB193-5	0.185587717519814	0.414403160891899	0.189986861371097	0.21002226021719
AFB021-5	0.0761301715105214	0.616261256593721	0.115472416223478	0.192136155672279
AFB195-5	0.0733926732077889	0.439061973340803	0.15682094398937	0.330724409462039
AFB101-5	0.0853954465183167	0.514696170443695	0.0820966309937728	0.317811752044215
AFB200-5	0.0758663931916335	0.418196129806423	0.128446504413483	0.377490972588461
AFB026-5	0.105448239895016	0.580862686637044	0.0700941842742821	0.243594889193658
AFB204-5	0.109257823151534	0.659815973712156	0.0438180011448839	0.187108201991426
AFB119-5	0.0343643918326251	0.641329210578334	0.0721167364864458	0.252189661102595
AFB207-5	0.0388907847376816	0.620898542837501	0.0810831814500091	0.259127490974808
AFB038-5	0.0197365652185684	0.53465325468652	0.14708802285864	0.298522157236272
AFB129-5	0.0278887375078513	0.753612120514823	0.048519284848733	0.169979857128593
AFB131-5	0.0288894288261968	0.540333045826218	0.183220421798632	0.247557103548953
AFB209-5	0.185563308430855	0.285007890267799	0.162635987933984	0.366792813367361
AFB040-5	0.0403241747742096	0.528513999852728	0.146004207383678	0.285157617989385
AFB212-5	0.0873991728208199	0.310142202453439	0.224548298091067	0.377910326634674
AFB138-5	0.0144171480183454	0.568161302446446	0.115232159123868	0.302189390411341
AFB043-5	0.000340265354367819	0.600876826422326	0.0735305387286084	0.325252369494698
AFB215-5	0.0265878412509701	0.537597279474943	0.131536104675172	0.304278774598916
AFB140-5	0.145682101830058	0.439325334587196	0.10705252709648	0.307940036486266
AFB011-5	0.0786978992373455	0.451045401427891	0.161249323228099	0.309007376106665
AFB015-5	0.115516823209587	0.438396399358856	0.145815821083878	0.300270956347679
AFB091-5	0.0491771127951608	0.589492788664387	0.170339441598101	0.190990656942351
AFB192-5	0.1009975858982	0.389842982364917	0.161224695257131	0.347934736479752
AFB023-5	0.101178797206359	0.56597727020911	0.102749907352057	0.230094025232474
AFB102-5	0.0806267393600768	0.651980643161614	0.107463930560859	0.15992868691745
AFB033-5	0	0.512325984261204	0.132130926293398	0.355543089445398
AFB061-5	0.0665408134916922	0.601654588851575	0.0967234572637184	0.235081140393014
AFB161-5	0	0.633707094472666	0.0561473567810668	0.310145548746267
AFB067-5	0.0419726725611675	0.465927910064896	0.130996542582864	0.361102874791073
AFB069-5	0.0798991703266383	0.445678069659155	0.19689286853968	0.277529891474527
AFB165-5	0.219187837101982	0.324323652049912	0.204685957291353	0.251802553556754
AFB071-5	0.0558206559638406	0.724761842636527	0.0949966224686934	0.124420878930939
AFB169-5	0.0901593818829974	0.550153784228427	0.0785443886242538	0.281142445264322
AFB175-5	0.0208040961842219	0.450122639581628	0.178930373628115	0.350142890606035
AFB082-5	0.11530851484584	0.433436765446185	0.0639299842532596	0.387324735454715
AFB084-5	0.10270516879951	0.45004365902008	0.138332284312073	0.308918887868337
AFB047-5	0.114172975706628	0.470511297752924	0.0936210457787641	0.321694680761684
AFB146-5	0.0804438906165608	0.460348145025259	0.0953272062144373	0.363880758143743
AFB148-5	0.198098505201117	0.546872927968355	0.078271601947561	0.176756964882967
AFB053-5	0.0276193984883522	0.642127462717035	0.0942735980794131	0.2359795407152
AFB154-5	0.153853550763445	0.452666158007789	0.131896901960619	0.261583389268147
AFB057-5	0.0571694621158079	0.523007689004797	0.117514997585191	0.302307851294204
AFB159-5	0.00881641628370788	0.462086064274373	0.139317065843591	0.389780453598329
AFB062-5	0.120700536070797	0.494515802554607	0.115346245755145	0.269437415619452
AFB163-5	0.000303230619260297	0.793706930982721	0.0826501830785154	0.123339655319503
AFB079-5	0.00231812422225053	0.619139860495218	0.111010280672365	0.267531734610166
AFB081-5	0.120374847398518	0.394070989642643	0.0861168963942599	0.399437266564579
AFB177-5	0	0.719436374477465	0.0730147738087394	0.207548851713796
AFB180-5	0.00980672917752079	0.54707370367881	0.106071587493868	0.337047979649801
AFB144-5	0.0726123459865524	0.473789697593773	0.120211376435361	0.333386579984313
AFB048-5	0.0600248167412036	0.668497060285306	0.0773370736551856	0.194141049318304
AFB147-5	0.063675942469916	0.532347834701825	0.12287505869424	0.281101164134019
AFB049-5	0.0275043115198844	0.573156316046197	0.087465670972062	0.311873701461857
AFB151-5	0.0777461493695658	0.507901680497936	0.100666032474643	0.313686137657855
AFB055-5	0.0320916257437101	0.843673078340728	0.0432787787439231	0.0809565171716388
AFB155-5	0.0352777203598169	0.731389177519274	0.0904039076817593	0.14292919443915
AFB060-5	0.0581972037299824	0.521713065510695	0.126813827117281	0.293275903642042
AFB162-5	0.0373145727188534	0.564958799379556	0.135394804583862	0.262331823317728
AFB068-5	0.0989294076335068	0.44997909601761	0.104774169830022	0.346317326518861
AFB070-5	0.0426924109318431	0.583014138202417	0.0943885074126403	0.2799049434531
AFB168-5	0.0562583286875795	0.406411006977974	0.155459379095128	0.381871285239318
AFB075-5	0.0618737793098966	0.575340154749511	0.0734187646422779	0.289367301298315
AFB170-5	0.0255647236532541	0.527701818529465	0.086747080499056	0.359986377318224
AFB077-5	0.0909228767977302	0.471853426128323	0.15666585768339	0.280557839390557
AFB171-5	0.0150693643910176	0.537548622290623	0.118464443259712	0.328917570058648
AFB176-5	0.0846012192590564	0.395808003565833	0.166794230596983	0.352796546578127
AFB083-5	0.0657917343561445	0.476937040732931	0.152699751758944	0.30457147315198
EUB046-5	0.0563333944912654	0.508883451389865	0.13491935476324	0.299863799355629
EUB047-5	0.0692833257437122	0.448542846725181	0.117815356440794	0.364358471090314
EUB048-5	0.0938305137374937	0.593149748440253	0.0531528350216058	0.259866902800648
EUB120-5	0.175812605988766	0.359292610066427	0.121511433361012	0.343383350583795
EUB123-5	0.0290282944266307	0.392216549675546	0.200561077991039	0.378194077906784
EUB058-5	0.144593190154617	0.286607355963548	0.210727039940733	0.358072413941102
EUB128-5	0.142769268574482	0.261536945410467	0.17279044693942	0.42290333907563
EUB131-5	0.0670432264561216	0.417875308542325	0.142619695626118	0.372461769375436
EUB065-5	0.190097294926321	0.350518411577919	0.212961405468588	0.246422888027173
EUB134-5	0.0977350466070914	0.310543151866205	0.148960891261106	0.442760910265598
EUB070-5	0.164388975965537	0.214094621763482	0.193339793400123	0.428176608870859
EUB137-5	0.327605476028251	0.200082287689429	0.203924256831598	0.268387979450722
EUB072-5	0.122940709921593	0.375625167780335	0.151309642638124	0.350124479659947
EUB073-5	0.224630277508548	0.196326161857998	0.227168825790488	0.351874734842966
EUB139-5	0.214995966212437	0.238912004364281	0.133806864787053	0.41228516463623
EUB075-5	0.0310442156770325	0.565239951755211	0.106905263346695	0.296810569221061
EUB141-5	0.121796622250365	0.439071893450595	0.116802712845619	0.322328771453421
EUB077-5	0.11390306702795	0.64373793037026	0.0878120253038167	0.154546977297973
EUB145-5	0.279393502462583	0.289650707093086	0.190874547362227	0.240081243082104
EUB119-5	0.139627510385537	0.288315542075331	0.171977607344394	0.400079340194738
EUB049-5	0.110084705697205	0.386240119234965	0.116299177923855	0.387375997143976
EUB121-5	0.0954961421019189	0.347382131317382	0.123731818387974	0.433389908192725
EUB122-5	0.080578216641155	0.334924869885812	0.129273732910761	0.455223180562272
EUB052-5	0.0721475688021276	0.501775594433126	0.0728763072337586	0.353200529530989
EUB126-5	0.194656276051678	0.150204431216073	0.202804149073914	0.452335143658335
EUB061-5	0.0700829421690512	0.751082343109816	0.00680319895803555	0.172031515763097
EUB132-5	0.0900316030716547	0.387344636423688	0.15313264120585	0.369491119298807
EUB067-5	0.122227445661172	0.371721710894039	0.139293069680813	0.366757773763976
EUB136-5	0.0922958597364264	0.297535034139655	0.186136860552587	0.424032245571331
EUB138-5	0.0871118131943085	0.213634178142972	0.255016128776176	0.444237879886544
EUB074-5	0.0939886017867362	0.373663085406786	0.114926036289361	0.417422276517116
EUB140-5	0.0148414400915915	0.381313207310149	0.146248625852257	0.457596726746003
EUB076-5	0.115385502778267	0.394066766408341	0.110140713319849	0.380407017493543
EUB143-5	0.0640189443997348	0.45656291781214	0.0780457710947596	0.401372366693365
EUB118-5	0.161101084499332	0.326521323658146	0.183022727172532	0.329354864669989
EUB051-5	0.150131137593707	0.333553059611793	0.122289709185822	0.394026093608678
EUB124-5	0.21797455371634	0.163259237246045	0.27421499368919	0.344551215348426
EUB060-5	0.162484344837925	0.648852678127214	0.0297610669871478	0.158901910047713
EUB062-5	0.123137110988421	0.332709362488837	0.153801622948476	0.390351903574266
EUB088-5	0.0469412992272807	0.510586360663692	0.0887105842075499	0.353761755901477
EUB161-5	0.0372418322094422	0.519299494846635	0.0884206112487067	0.355038061695216
EUB031-5	0.0964507157437876	0.456916603920631	0.176253623583106	0.270379056752475
EUB093-5	0.171633229305664	0.379903759994134	0.211455394359245	0.237007616340957
EUB166-5	0.0571649660573906	0.525824680334319	0.0607427004955393	0.356267653112751
EUB034-5	0.156472509691607	0.299074592563339	0.144778795837428	0.399674101907627
EUB036-5	0.265730471271614	0.220360682241469	0.198338960877242	0.315569885609675
EUB173-5	0.118341878743065	0.349237442809075	0.145444229620471	0.386976448827389
EUB038-5	0.0974599292186006	0.548972693828105	0.0952825438970319	0.258284833056262
EUB174-5	0.264357791422958	0.131497027526549	0.2605910803158	0.343554100734692
EUB039-5	0.129773350660664	0.443553870573137	0.119162658585752	0.307510120180448
EUB175-5	0.146231974315748	0.446482649925874	0.0747375667460546	0.332547809012324
EUB043-5	0.153194170705296	0.264699363227281	0.154433591600844	0.427672874466578
