gene	T0_NI_CD16neg	T0_NI_CD16pos	T2_IAV_CD16neg	T2_IAV_CD16pos	T2_NI_CD16neg	T2_NI_CD16pos	T4_IAV_CD16neg	T4_IAV_CD16pos	T4_NI_CD16neg	T4_NI_CD16pos	T6_IAV_CD16neg	T6_IAV_CD16pos	T6_NI_CD16neg	T6_NI_CD16pos	T8_IAV_CD16neg	T8_IAV_CD16pos	T8_NI_CD16neg	T8_NI_CD16pos	ni_CD16neg_CD16pos_logFC	ni_CD16neg_CD16pos_AUC	ni_CD16neg_CD16pos_pval	ni_CD16neg_CD16pos_fdr	iav_CD16neg_CD16pos_logFC	iav_CD16neg_CD16pos_AUC	iav_CD16neg_CD16pos_pval	iav_CD16neg_CD16pos_fdr	IAV	NI	ens	t0_CD16neg_CD16pos_logFC	t0_CD16neg_CD16pos_AUC	t0_CD16neg_CD16pos_pval	t0_CD16neg_CD16pos_fdr
SLC26A2	0.26925893088948	0.148606965520282	0.342722835469736	0.183549394971169	0.341523523124032	0.197157303946779	0.115358583779728	0.0848009256152198	0.224907128095699	0.147428618285036	0.0564394562465033	0.0596628735994437	0.165356040921211	0.158607613666912	0.0490882343404088	0.0716437621752758	0.158175274253098	0.156313222812887	0.0656615984005973	0.525527932690274	4.0801724472586e-07	9.20267466255636e-07	0.0739113953245791	0.536742467529848	2.2150639146877e-07	7.91115308984933e-07	nonsig	nonsig	ENSG00000155850	0.119161075026044	0.547764233741655	1.51264702658545e-07	5.30365071111085e-07
HMGXB3	0.137781049312298	0.0980749888037366	0.154794914414123	0.101338707618015	0.166713309457951	0.105331052667348	0.0676566984409565	0.0485888071275568	0.180659301888188	0.108034911485404	0.0707510721120035	0.053062562718738	0.230975671177498	0.152371482041722	0.0963250155488826	0.0718612600658483	0.237857065025142	0.149652039799761	0.0765271774529051	0.537581622415437	8.93547861420132e-15	2.95354982764979e-14	0.0382154324372213	0.517270001692793	0.0251943648245838	0.0434586601472897	nonsig	nonsig	ENSG00000113716	0.041838970261436	0.518758590059838	0.0144742022586312	0.0248870972851801
CSF1R	0.319183772164333	0.952590645593996	0.129988006604154	0.410391250040946	0.149665080527185	0.520313322146271	0.0956088525842767	0.389872092358328	0.165970861732621	0.607457150986957	0.0793417086972757	0.315084104920078	0.312131612720642	0.771800792404135	0.110733421815058	0.403976891116998	0.479400061974059	0.890063763784296	-0.402583771315209	0.340714005103314	1.1047775436905e-237	3.61612552105541e-236	-0.281038371073803	0.393912912221048	2.55175380620723e-56	4.85738100415617e-55	nonclassical	nonclassical	ENSG00000182578	-0.635762113779298	0.248809145125247	1.26068181097632e-127	1.65057072227338e-125
TCOF1	0.154871628685838	0.136377387624357	0.0892225333056743	0.102978958364169	0.0852097788667961	0.103184865086751	0.0405061692890703	0.0734760958882012	0.0676650372893217	0.116084232369046	0.0404716326253681	0.0833219357570415	0.0900825170436467	0.141235451696992	0.0411085961703761	0.122782472423254	0.111578077564969	0.1128858811479	-0.0272461225816603	0.4853954144113	0.00342564921873906	0.00544210861384767	-0.0341741490946551	0.485272548826687	0.00714090946968491	0.0140835035455952	nonsig	nonsig	ENSG00000070814	0.0187755443704288	0.499711914150417	0.995958600535928	0.999683202632173
CD74	3.60018785980279	3.17280679974337	3.38752580511341	2.89549209749361	3.38845465616102	2.93769274452729	3.42110287687485	2.94783468410895	3.01909031366583	2.64346382963936	3.22176744339214	2.95847181293514	2.57241108588458	2.40260681982855	2.91341055567444	2.58297786354594	1.9996942553443	2.07598333159844	0.233370044081886	0.573466616373642	7.26654271932024e-54	5.29983713550423e-53	0.408562227716342	0.638304237054565	9.94562504246523e-71	2.5064842830025e-69	classical	classical	ENSG00000019582	0.44466801629705	0.643316708379097	2.95246513928831e-35	4.54121285607442e-34
RPS14	3.55851610731549	3.38381765202291	3.55967933380429	3.39143644947595	3.62441667290418	3.47073962238462	3.79851754148179	3.6704385039013	3.47634511063465	3.38625292182351	3.79615789711291	3.66732920261681	3.53740477465553	3.50392196530079	3.12185943550525	3.03325364288492	3.28325058661309	3.31017583930856	0.054528487127349	0.536528861385993	2.46613155086272e-14	7.9796227637318e-14	0.0618877118564117	0.544849845601397	2.96726926527997e-09	1.22998466532995e-08	nonsig	nonsig	ENSG00000164587	0.139035077181147	0.597762133115669	3.23913184718746e-15	2.03364441587161e-14
DCTN4	0.339570079410269	0.204784222584594	0.330461171920945	0.208314122749215	0.349225970872962	0.218878536239814	0.226297428893809	0.156139684042329	0.304927649003453	0.201823263496804	0.240059102620298	0.171195636733194	0.269793802872479	0.18489424843107	0.324088153456471	0.204736891420832	0.359131393588347	0.239296375151509	0.106602475007599	0.546256027524449	8.50736749164955e-22	3.52645163669302e-21	0.104695174118268	0.537517516128894	6.14667133334292e-07	2.09095891745151e-06	nonsig	nonsig	ENSG00000132912	0.133881068137489	0.559345685014134	4.49431618230281e-09	1.8249235451287e-08
SMIM3	0.186593724837917	0.0376094908957593	0.291254518798154	0.076406906240824	0.286639843101477	0.0757352909794382	0.143054490931966	0.108649187253867	0.183313775131201	0.0759716097376217	0.146774434209902	0.0509986733717619	0.165090655405705	0.0577715937782241	0.139282171886239	0.0566968396636055	0.191176278560598	0.0820263264402529	0.136421107730163	0.560053971128339	4.49944576742837e-35	2.54242367153216e-34	0.127930350264527	0.559179765441235	1.05355494592396e-19	7.58107634010703e-19	nonsig	nonsig	ENSG00000256235	0.150867081599859	0.572818699972592	4.6231809554764e-21	4.00924642471686e-20
TNIP1	0.563689941370334	0.498952912867983	0.837639558227414	0.828546121411326	0.826038468285399	0.891636707617569	0.644813262905003	0.593004876176288	0.733218188017408	0.787619859220404	0.490355137560707	0.564388078059832	0.655336004394967	0.723490188050347	0.408932850443256	0.529368667036119	0.5699218441499	0.664307639618149	-0.107999829578081	0.458930576597064	1.32907849052609e-16	4.67529052237488e-16	-0.0223837693205524	0.50391435445617	0.192308306990489	0.25898419265553	nonsig	nonsig	ENSG00000145901	0.0335325000492806	0.507891351622784	0.445973560169376	0.522134366627963
CCDC69	0.686878899806941	0.531923561392915	0.331127741065234	0.258513690401996	0.327966930165995	0.308850394895346	0.128988530632977	0.0892208115235065	0.131941418307958	0.163985937939467	0.0466188590524871	0.0356497542424545	0.0664327688708723	0.142220237381839	0.024951994022314	0.0271656155743849	0.0697767101236113	0.134281373672126	-0.0298384708713984	0.482878606606298	4.68566507259992e-05	9.00560333323179e-05	0.0415133808792014	0.515281275571409	0.0424650056262536	0.0693074339318119	nonsig	nonsig	ENSG00000198624	0.170995603426946	0.571871417682469	1.40681920405025e-10	6.38360565286704e-10
GM2A	0.310969100801988	0.0994897615604571	0.207738761007931	0.0782431262717902	0.207297783341459	0.0629234477045771	0.139966139107297	0.0730792605507023	0.139870604833437	0.0577045420955977	0.115914638879658	0.0566592438182087	0.110721533879191	0.0458543454994576	0.0919962329855152	0.0477433499834324	0.111548919917383	0.0447791249301616	0.0785537520818982	0.534481620664823	6.51471295051309e-12	1.91202728913911e-11	0.0807551064040131	0.531223320941926	7.53181510304573e-06	2.29199452795632e-05	nonsig	nonsig	ENSG00000196743	0.212575920263357	0.59918955848843	2.08945508695648e-24	2.10830731330496e-23
SLC36A1	0.082540787198972	0.0433609737989677	0.113730529381285	0.0995657600780717	0.127728112097554	0.0844704849212508	0.0657122166817019	0.0729072629626292	0.145968579020229	0.113809130167396	0.0748283265663394	0.057435130426883	0.170731973322068	0.115091970651074	0.0903927795863531	0.0544441120843863	0.203598205496263	0.157614839076318	0.0379132014883439	0.518435061269887	0.000190766961792906	0.000347484577843338	0.0155627417490449	0.501395484704058	0.940911424109811	0.955326749502831	nonsig	nonsig	ENSG00000123643	0.0405441863151888	0.519100692006218	0.00208544777653422	0.00417867997925932
ATOX1	0.390001832872584	0.40235170431059	0.464642130678194	0.45388369313275	0.459716030339389	0.408962762478381	0.688570863742745	0.627684063166903	0.586384189673418	0.484011961784982	1.10251455707508	1.07352353815571	0.830369036331265	0.760182061293355	1.42981950273576	1.3053901814616	0.81299203444698	0.726912161471205	0.0674801000379637	0.524495396154889	3.23590478041981e-07	7.36031222936168e-07	0.0748848271886332	0.516396410545672	0.0824753891921497	0.123943977934899	nonsig	nonsig	ENSG00000177556	-0.0141593097061147	0.487677327843697	0.174727694988247	0.235840650414108
G3BP1	0.475400388198161	0.394831124636504	0.695042074728709	0.546694829687986	0.689702550887838	0.592159886814852	0.610862188048914	0.463417658607032	0.77488011629688	0.611567647085697	0.547729443257716	0.380498230207957	0.694053936842694	0.520775558355126	0.561837607519393	0.462243669587372	0.645648919377273	0.526579734655676	0.101426602503432	0.535588204944584	5.58138104015333e-13	1.71107101219549e-12	0.137700118417283	0.544237506791033	2.8041854422552e-08	1.08842136327013e-07	nonsig	nonsig	ENSG00000145907	0.0737314460994845	0.528441475559717	0.0109778116511938	0.0193717596790297
FAM114A2	0.0335593464776885	0.0365539852909159	0.0374453908219188	0.087371529780569	0.0385609208362956	0.0753158562693976	0.0452798578062563	0.0790702075710094	0.044815425313846	0.083644880528004	0.0408235207979524	0.0724470804674014	0.0492546314500874	0.0877250377165672	0.0483643511143186	0.0899661481942003	0.0693449635508245	0.103239844791625	-0.0356335862616765	0.482239251632829	0.000191150115098561	0.000348064388686931	-0.0419390757313437	0.476588429485397	0.000498932151924633	0.00120534104029317	nonsig	nonsig	ENSG00000055147	-0.0046645039158691	0.495909781114772	0.112653582290339	0.15964214090141
GALNT10	0.0979964008491285	0.201726006495416	0.0710440226882824	0.113645573646053	0.0694580436240472	0.123724493136271	0.0588083939845719	0.0912456632973953	0.0729600032697318	0.119494085446489	0.0527095226203765	0.0764296141876474	0.0683621662518899	0.0987836306516633	0.0424148656749805	0.0567365702919379	0.0588097798970647	0.077997686970306	-0.039051277103273	0.476626737063854	9.7080686312943e-07	2.13928211875155e-06	-0.032594732666105	0.482416037165666	0.0149297893503141	0.0271579495874234	nonsig	nonsig	ENSG00000164574	-0.105597250986443	0.438353629381556	1.66619748974527e-18	1.26867349290108e-17
HAVCR2	0.746120414265214	0.579029944008777	1.36128791993212	1.31319786698332	1.34078765765051	1.00519330885877	1.02803580869053	1.25981101184177	0.684424085557475	0.628921189085354	0.915791558403829	1.21753511042554	0.475674121454244	0.636049279469249	0.93642931109376	1.46964172894912	0.461123472802918	0.646815010065928	0.0660110804184471	0.524895645416341	6.00078740709771e-10	1.59941543204074e-09	-0.103413265200561	0.499789470339151	0.0545649135817721	0.0866324921937156	nonsig	nonsig	ENSG00000135077	0.207505681390208	0.589554687296814	2.87641284437652e-15	1.8186789338767e-14
MED7	0.0655929397291296	0.0786140063566121	0.0618189489015572	0.0933402801578336	0.0641744444957025	0.0872357001340615	0.0629890996914476	0.0957833592975434	0.0722280442751639	0.104521845428539	0.0768953801573249	0.115386648777827	0.0882058685167144	0.12736107252666	0.103515747314096	0.154828497006028	0.112231441873	0.142732658900266	-0.0307985381197793	0.481827204749842	0.00014809565887931	0.000273376030558505	-0.0346505715558787	0.481756642378857	0.0080767844143724	0.0156690201432421	nonsig	nonsig	ENSG00000155868	-0.0131164701550752	0.488831671838208	0.0408882304294103	0.0640653884836762
CYFIP2	0.0641049361353266	0.412186227253752	0.042596360506869	0.19685621110094	0.0449573421927489	0.204465880427012	0.02901501434505	0.119182094668912	0.0251412694995974	0.114149965870411	0.0145942269618234	0.0487398067570749	0.00928749930191324	0.059269847182027	0.00446138170279213	0.0136340693645188	0.00729813290431423	0.0270032658304761	-0.0856296356283179	0.455127338742552	5.24728777355045e-23	2.24263063442825e-22	-0.0977323326311272	0.44696058114742	2.88646785622269e-15	1.6971039925743e-14	nonsig	nonsig	ENSG00000055163	-0.347671868004191	0.317327563613957	2.89123036995625e-158	5.542901652116e-156
ADAM19	0.114737766540703	0.00751926672084158	0.188934628135641	0.00884223422197095	0.200117229573554	0.0204290294892352	0.163879559442604	0.0218876090765388	0.0953520180000461	0.0184565903078369	0.154157279909071	0.0317271923376158	0.0185294457471218	0.0018732607806513	0.132028917001417	0.00369146207880838	0.00631499313482409	0.00223145314248392	0.0717442517675377	0.533291800631287	1.08839320491035e-11	3.16323482618233e-11	0.145847279943109	0.558936541043506	6.47503749625849e-18	4.30706335562769e-17	nonsig	nonsig	ENSG00000135074	0.0965461353646868	0.549594779244215	1.36389670218483e-15	8.76814071536306e-15
NIPAL4	0.0303402564184236	0.00721427225231208	0.101147814834015	0.0112036785497305	0.0867174064375233	0.0102950960730139	0.0360753055628225	0.00472087894119771	0.0341775229396732	0.00516568153116385	0.0108294642782905	0	0.0102391297003375	0	0.00382621049702991	0	0.00322251512584273	0.0023474105736434	0.0294476170124257	0.51276812541448	0.00701936800559761	0.0107718603356341	0.0451000573985625	0.524356815080402	0.000176329534347086	0.000457706450858393	nonsig	nonsig	ENSG00000172548	0.0179528863971587	0.507836335227898	0.0226956267169404	0.0374205279191148
CLINT1	0.531881844137624	0.521217809495236	0.526435645573327	0.52285385039283	0.532341432226517	0.570979426400608	0.378627965661848	0.396943518437637	0.458467923673543	0.474810061932422	0.210913946207052	0.24565754116188	0.390623232522555	0.451188447179898	0.162126896948742	0.240530317947793	0.359541537566784	0.407975464845782	-0.0315268007043774	0.485567431344639	0.00201728893762791	0.00330146555402031	-0.0276752126667266	0.489511711743644	0.290069538109706	0.366030390355642	nonsig	nonsig	ENSG00000113282	0.0156400427588691	0.507052101526255	0.455239348250479	0.531475602742186
UBLCP1	0.12059786490638	0.189227473084642	0.0881355856577213	0.181577961774247	0.103549757849484	0.215107793089351	0.0531508815528097	0.117462013067278	0.0805608137569025	0.190218571456214	0.05618167897241	0.108201288475771	0.0885762162257341	0.184951047453279	0.0782932083052731	0.1586587165687	0.146425502812267	0.226895618004045	-0.100810616776448	0.447995812442391	6.13273532610638e-27	2.95251329421874e-26	-0.0794227722514453	0.458105361386843	3.01450418723029e-09	1.24667630793931e-08	nonsig	nonsig	ENSG00000164332	-0.06956347013794	0.450744321807899	5.59986689070014e-11	2.63223165230108e-10
PWWP2A	0.148730237014822	0.124603498974302	0.144521452257311	0.115515637153257	0.147812646457413	0.129214139214383	0.148443803559636	0.123959829558351	0.159689125608419	0.140148399501101	0.218236780414289	0.163193523760496	0.17797041875477	0.158353101453072	0.23442124993334	0.197508690421784	0.19385746192101	0.18379315961166	0.0156539318523028	0.505740548664428	0.321489374432254	0.377379173836068	0.0343493501013493	0.512006149055	0.0960390173748039	0.142021334784559	nonsig	nonsig	ENSG00000170234	0.0149160254034697	0.502020602139438	0.808186142611594	0.851323236565745
MIR3142HG	0.0430049016205208	0.109169573668044	0.0945852017474069	0.284666906452413	0.080245668979298	0.25177407799902	0.070556328772957	0.174178526570219	0.0861326394785031	0.188701083236029	0.0768355893708518	0.201267441487723	0.0726509886781848	0.135067512157404	0.0956402958307096	0.214070104551167	0.062896047247091	0.134350544782801	-0.125475799356126	0.437698717886684	3.32545253238739e-41	2.05420358962663e-40	-0.156642611081822	0.425834128294148	3.53769599198394e-26	3.1756441613662e-25	nonsig	nonsig	ENSG00000253522	-0.0786863650085348	0.451824643743836	2.01983805544364e-29	2.4982697423091e-28
NUDCD2	0.0643512781515202	0.0802202239151509	0.0333125998546236	0.0651527060266818	0.0317491217438223	0.0731023403061032	0.0294775294034742	0.0435860160948406	0.0409190174887595	0.0893153096755622	0.0275553718183501	0.0572920646195296	0.0638037592292253	0.089994612126395	0.0278617287717933	0.0330747205451789	0.0948373341296907	0.105356672377955	-0.0316888971447667	0.483235742900577	0.000717487642608909	0.00123326085991823	-0.0212711650350371	0.487911044648788	0.0572036245295246	0.090208300961953	nonsig	nonsig	ENSG00000170584	-0.0170474983085016	0.486852081920412	0.0152395013690638	0.0261276408013844
MAT2B	0.139323452847945	0.249615491573774	0.204059375946812	0.361958071363162	0.219971187415623	0.41162412969873	0.403436511987316	0.597774290310031	0.297333071459671	0.427700573980011	0.581112111889913	0.592396567054906	0.296694621530692	0.340453848999649	0.582446740550535	0.503087661865116	0.288612380428095	0.292796159727601	-0.101355662871617	0.45173130911519	1.14480754550857e-23	5.02069191526962e-23	-0.093617116974944	0.446811010365148	1.19523667880324e-14	6.78945025588971e-14	nonsig	nonsig	ENSG00000038274	-0.114296849501257	0.429235912301866	4.26631906392134e-21	3.70576063675239e-20
PANK3	0.369496092156353	0.30649662730598	0.531276270647755	0.415467728628855	0.562435842797118	0.406114288535163	0.407949910887954	0.303822637657676	0.582965721389356	0.355476284132597	0.322940722277391	0.191109990522686	0.554417214343143	0.357895643800348	0.244465925836756	0.20459614913972	0.515846575799019	0.386071184729788	0.170847576635958	0.566528581940027	1.69337228197438e-42	1.06565327193885e-41	0.0971573152552781	0.529553139336413	0.000698795262943435	0.00165288505258941	nonsig	nonsig	ENSG00000120137	0.0495272467686068	0.514748395021716	0.320859656815897	0.396586377570282
RPL10P9	0.570819065735652	0.763098168411485	0.786869807582217	0.890470319898437	0.666831202642431	0.804518237914765	0.811936889155275	0.860403614814478	0.54585939337396	0.691964364947646	1.00567683094145	1.01731171314659	0.689171670354305	0.937588593935324	0.756433513399333	0.678357710066219	0.510306916779014	0.809824616186136	-0.0431267638021087	0.487198493296939	0.00793276139883996	0.0120837296222965	-0.00844318058182756	0.497381671024946	0.857440075551008	0.890124782110032	nonsig	nonsig	ENSG00000233913	-0.0799704369380591	0.470058077307037	0.00442889212249364	0.00839568417426003
DOCK2	0.907706853749143	1.1998846170641	0.546849129012475	0.805177482317926	0.5392824975113	0.770673739947986	0.378944639892619	0.649501187815162	0.385693746527137	0.740334012061488	0.271774969869121	0.616049891104956	0.38255872919911	0.819379804837198	0.233170251410482	0.562357416999814	0.431800722521525	0.908425877387342	-0.357346960800817	0.365063697913909	1.26804774083423e-179	2.65893760656179e-178	-0.293222288159397	0.393341212663069	4.78909418679084e-45	6.81906036994512e-44	nonclassical	nonclassical	ENSG00000134516	-0.29831385988059	0.381967826412271	2.04877977415442e-22	1.88966491884208e-21
LCP2	1.18485594894815	1.06765502731194	1.67400565983536	1.18142169005419	1.49566363373055	0.888694573655925	1.51033190390459	1.29899465669146	0.844468516346054	0.497862424225047	1.1834159187182	1.36874744316728	0.435583338496294	0.410678160411868	1.01664936976582	1.28218278521252	0.272280073158161	0.301794771774093	0.252479741515857	0.583021167542645	1.69598985196583e-72	1.53525691827192e-71	0.197379688229898	0.603738872331025	5.07202464824669e-53	8.92676338091416e-52	nonsig	classical	ENSG00000043462	0.101577138947721	0.549118637353932	3.31727330948402e-06	1.00300673518712e-05
AC034199.1	0.0606223719597233	0.0688849466595911	0.0977454142193664	0.129047100077104	0.0707391897068947	0.0627387696207805	0.0854257592092911	0.124486414699609	0.0448309288142637	0.0241636466260823	0.0497572285379629	0.0923936459431461	0.0172968117260357	0.0165116121257489	0.0335088442020184	0.0958775510907414	0.00743857149638038	0.012651929729157	0.00615630746523789	0.501802807051042	0.951309975940706	0.962548065702377	-0.0415890836400075	0.482368370072643	0.00637377612852212	0.0126955214315053	nonsig	nonsig	ENSG00000250274	-0.0109536347195558	0.491722533314928	0.282133436949844	0.355765160804971
KCNMB1	0.163184753986349	0.122264417499537	0.0871908621101182	0.0797268473131011	0.0763791677481152	0.0768402385943726	0.0779298158921426	0.0854286025673223	0.0326989784991543	0.0556763745563396	0.0566599190213429	0.0772982797625209	0.016971411072596	0.0589256882783059	0.0504142323338469	0.140008101783606	0.0110873001241681	0.0608362472210718	-0.0254564931915335	0.486944382315137	0.000419192812960052	0.000737054379289079	-0.0180271990079828	0.496668192421054	0.491959287370584	0.566095917385915	nonsig	nonsig	ENSG00000145936	0.0430805929294898	0.519110694987106	0.0123386714614724	0.021602735944287
NPM1	1.00425309225542	0.902089546743624	1.06209552278852	0.865795114137672	1.06169818720878	0.814018423917272	0.990161924041754	0.678193905557598	1.004688765615	0.667938645317785	0.890764624064117	0.581761536756163	1.08534124084016	0.71141941518461	0.868339453384542	0.594085823024546	1.20981557593494	0.859801352045732	0.321200762072685	0.606688881714872	1.83574916024653e-109	2.29169802144266e-108	0.249270594575034	0.576969674562089	1.50575035191694e-22	1.21364382719071e-21	classical	classical	ENSG00000181163	0.112014502365729	0.548595481453473	1.51063400664066e-05	4.18425353335763e-05
STK10	0.770023906091756	0.900159281067927	0.7308665641145	0.85003508109879	0.711383515993701	0.803920308560713	0.444307082327365	0.480360509663382	0.460602729170089	0.646510029345678	0.348831449218131	0.395616544475649	0.396644974287335	0.536842615047311	0.316554588002429	0.518900310516283	0.354817254580362	0.479356927302709	-0.137196007867259	0.440740383932662	1.79662819082641e-37	1.04715527995181e-36	-0.104742909898569	0.458690352730377	8.87590365303902e-08	3.30415054157513e-07	nonsig	nonsig	ENSG00000072786	-0.134008277739095	0.446234978023451	5.94452158304785e-06	1.74182269966162e-05
UBTD2	0.157693791253732	0.0983312755585073	0.39281919839833	0.215282387156995	0.369971163640217	0.1542067394928	0.308054782878413	0.11331554415827	0.31650030548914	0.126007367888	0.294178851316455	0.161935215072247	0.2649213911031	0.0801146904477588	0.23091014343946	0.133813074537943	0.206212708158038	0.0757668474701288	0.162977482389885	0.569513760756631	2.73138801052005e-45	1.7990295509781e-44	0.153717573241747	0.557780155700281	8.02117375891259e-15	4.60638495563918e-14	nonsig	nonsig	ENSG00000168246	0.041562312992076	0.516202828442876	0.033343198760176	0.0529075645712754
DUSP1	1.76941389399377	1.55729303652391	1.45464911281059	1.01339635040697	1.57275398047415	1.16872714299188	0.811983855634531	0.702509764846776	1.2131885922068	1.0709761233577	0.634209148175474	0.675767460075478	1.03332438140177	1.03799017697064	0.503796867074782	0.543478297248257	0.746988697089405	0.747188552770873	0.162246860082475	0.551530542954814	8.43938924254921e-29	4.21028266301153e-28	0.245418292202022	0.601122529484847	3.45417676073858e-52	5.92396832320917e-51	classical	nonsig	ENSG00000120129	0.245087222256552	0.572124493098944	2.49013742083374e-10	1.09926461143384e-09
ERGIC1	0.472336130279584	0.631778072976729	0.518003809665836	0.418497831086233	0.51877478977386	0.455920521779002	0.444622096416166	0.341947929001919	0.483964937706497	0.345672412549457	0.301632696532795	0.208637593983304	0.398573944666452	0.274257407748933	0.194791306847623	0.113587175732658	0.295068950757227	0.26869588519786	0.0835263981508215	0.530848877469903	1.35785541848207e-11	3.92513079505211e-11	0.0891554904909589	0.531266099102331	3.91496379476016e-05	0.000110144264414426	nonsig	nonsig	ENSG00000113719	-0.1664645309857	0.429087868184719	4.06437546873019e-11	1.92734695372294e-10
ATP6V0E1	0.6816722814671	0.697705517504485	0.633090269661603	0.77560388210383	0.659967892492444	0.790244877484959	0.931838511915271	1.11089478673684	1.0059041297792	1.0722227194578	1.30858159887615	1.50793913584101	1.39875510741689	1.35229262886693	1.60317602250533	1.63924660581801	1.37240287368533	1.34918192173504	-0.0213846036920547	0.49067498596518	0.0220805401185988	0.0315402712497707	-0.113095778882965	0.466955093320557	0.000196778637034699	0.000505652332983373	nonsig	nonsig	ENSG00000113732	-0.0219287631760883	0.48926580120876	0.240776055551102	0.310469821330366
CREBRF	0.758862977127715	0.880168623426875	0.73664915970458	1.04793481997628	0.796433290162397	0.949895936808071	1.08954274921608	1.48153013917461	0.981686748258705	0.95709700269282	1.51890850441654	1.44074393148733	1.03770719016129	0.753794085842798	1.6571875996412	1.43120064501322	0.949952926885655	0.705287385623849	0.0768120486494622	0.517364250423165	0.00115031072230905	0.0019332185257722	-0.155544909272454	0.430588768043981	9.0186961984837e-22	6.9960059528122e-21	nonsig	nonsig	ENSG00000164463	-0.103438970043543	0.461968666662665	0.00129507139317939	0.00269350764765091
CPEB4	0.606524900249256	0.763506355604591	1.04940871346303	0.864055129957611	1.07940333867113	0.861102594356347	0.738093392655865	0.556258094507732	1.12637139691036	0.748329747503384	0.472955126722015	0.403404105427235	0.984785979828266	0.623374244870906	0.403129352065671	0.338920559814357	0.862978024472697	0.540918171348852	0.309430240302168	0.603591054641038	8.3222981132162e-99	9.7117600590748e-98	0.142053526051537	0.542263447467502	7.52736565902409e-07	2.53017525720985e-06	nonsig	classical	ENSG00000113742	-0.122128526444623	0.445350714512925	3.896884528718e-06	1.16407769338666e-05
FAF2	0.138546191222355	0.170895590481892	0.144843725878444	0.166919331254563	0.148277303711744	0.172220815377099	0.132882993325315	0.125016905603479	0.170527070088567	0.177497237500327	0.138626947058246	0.163613088514522	0.182876592316188	0.151941074408703	0.147499302471843	0.141147038887575	0.188875149507066	0.172885918691411	-0.000155268173985728	0.500303041209364	0.913352216458388	0.931822898394322	-0.0112685522727011	0.49025376004752	0.103145656498757	0.151280296198176	nonsig	nonsig	ENSG00000113194	-0.0295008253270297	0.47684710043593	0.00132377413805427	0.00275000757471956
RNF44	0.21242616874675	0.189065708327352	0.0865259685922587	0.10074118758186	0.0930947662685954	0.134705487382638	0.0535079289725726	0.0572720610290271	0.0947664251680408	0.126745402289582	0.0292659886674138	0.0104238120431464	0.0963588716946276	0.0973614123681815	0.0257923249136918	0.0308719525188464	0.0765835658493173	0.0766228857357335	-0.0198449425339517	0.487287818145699	0.0150490936946928	0.0220982202620358	-0.00789254572552514	0.487637875538776	0.0353586653118855	0.0590190657320279	nonsig	nonsig	ENSG00000146083	0.016674838666119	0.505256566456804	0.466398782405436	0.5427332893892
HK3	0.13847984815225	0.19150678065787	0.0870285138087673	0.134402160271739	0.0868181483386811	0.145401313815882	0.0691955696700756	0.123236351406453	0.0602123267622278	0.120524543714906	0.0434817105298103	0.0830014797313337	0.0271363956843112	0.106287325229597	0.0203660124214916	0.11622590356625	0.0128531309680639	0.0795778380943505	-0.0670238319423757	0.462714622928987	7.87497515352642e-19	2.96235925887384e-18	-0.0614210746826663	0.472099472667506	9.20335666136086e-07	3.07619044571514e-06	nonsig	nonsig	ENSG00000160883	-0.0638504661595875	0.461863635363338	2.4332501117674e-06	7.45955830951879e-06
UIMC1	0.281761153553332	0.146929013679891	0.215181096685798	0.128971656445235	0.218876465913437	0.162389517937063	0.129842997444343	0.0922399164999604	0.213051706059793	0.173688235762155	0.100605810112817	0.0741876850075464	0.203833143005887	0.147490291432458	0.128188271713416	0.119590164605886	0.234893022581223	0.17525262244086	0.0556408404624955	0.520860532650108	2.26949817726553e-05	4.51377036515796e-05	0.0527433830116685	0.523016330868293	0.00115298134952512	0.0026415722937477	nonsig	nonsig	ENSG00000087206	0.134678473121179	0.562996773038365	7.4980264858271e-11	3.48479707150821e-10
PRELID1	0.917892992283552	1.24123357751539	0.642277513003107	1.02703565119213	0.662549450128148	1.14117637985864	0.675002487518289	1.32799738149085	0.473631111958536	1.1045692497578	0.77769727855183	1.7851910104554	0.4973881568294	1.19448459060636	0.742811035834054	1.91027845610983	0.493722954990111	1.09987856372973	-0.582483878774201	0.298225768201854	0	0	-0.657142535406789	0.329354709783793	4.62656851177145e-83	1.39524830175221e-81	nonclassical	nonclassical	ENSG00000169230	-0.332223457933838	0.373806394305503	1.15864325720094e-25	1.23896354674395e-24
GRK6	0.357032543774346	0.396571742640596	0.216270080520484	0.201228102280572	0.228352270434923	0.236110148755972	0.0833113061052398	0.0415183904385511	0.14134402215874	0.14689527621319	0.0400670479421869	0.0285022612746856	0.16905218234702	0.165360250698065	0.0294027480710776	0.0291760554107706	0.214263447968377	0.160147636413955	0.0133453845503069	0.503750447575665	0.26736801163026	0.319579489296645	0.0188750286102662	0.503313626860774	0.607509688346647	0.674062010550807	nonsig	nonsig	ENSG00000198055	-0.0382442266781783	0.476536007730304	0.0288814359939178	0.046424549932208
