gene	T0_NI_CD16neg	T0_NI_CD16pos	T2_IAV_CD16neg	T2_IAV_CD16pos	T2_NI_CD16neg	T2_NI_CD16pos	T4_IAV_CD16neg	T4_IAV_CD16pos	T4_NI_CD16neg	T4_NI_CD16pos	T6_IAV_CD16neg	T6_IAV_CD16pos	T6_NI_CD16neg	T6_NI_CD16pos	T8_IAV_CD16neg	T8_IAV_CD16pos	T8_NI_CD16neg	T8_NI_CD16pos	ni_CD16neg_CD16pos_logFC	ni_CD16neg_CD16pos_AUC	ni_CD16neg_CD16pos_pval	ni_CD16neg_CD16pos_fdr	iav_CD16neg_CD16pos_logFC	iav_CD16neg_CD16pos_AUC	iav_CD16neg_CD16pos_pval	iav_CD16neg_CD16pos_fdr	IAV	NI	ens	t0_CD16neg_CD16pos_logFC	t0_CD16neg_CD16pos_AUC	t0_CD16neg_CD16pos_pval	t0_CD16neg_CD16pos_fdr
CCNL2	0.208139879594496	0.172776217220304	0.176450568466632	0.185086861693185	0.197781161784147	0.191351586249531	0.116665830668177	0.119369028087164	0.217426777163891	0.216677558854886	0.0979891387085699	0.127099867191933	0.236886394559329	0.22029738138928	0.115794446365601	0.102644545808986	0.237400670872425	0.208440116422055	0.0123930662637467	0.503085757617702	0.527539920441829	0.586282034736502	-0.00305059618140415	0.493358996155466	0.226594937776012	0.297253574286811	nonsig	nonsig	ENSG00000221978	0.031002615048357	0.508085409452017	0.427048252733864	0.503286903995961
CDK11B	0.136995953291713	0.159121470297654	0.125420285450305	0.169326825092241	0.129056394744267	0.179163785120005	0.145354138435868	0.18109256847988	0.167818397378131	0.201132659490518	0.167724854327955	0.201282533189519	0.216947274097919	0.24776013407654	0.16392491997468	0.196374972569174	0.218233148384947	0.209186585172268	-0.0276411275163692	0.486636611183776	0.009910789910201	0.0149189905322375	-0.0333686033095264	0.483959717639697	0.0265589326268033	0.0455926927856348	nonsig	nonsig	ENSG00000248333	-0.0207995389067734	0.484088258300974	0.0476403944426639	0.0736307320910244
SLC35E2B	0.109367151446771	0.0848470644455839	0.0439771046133407	0.0590541397800446	0.0499949057414702	0.0855051288798192	0.0504892077539403	0.0594894034452706	0.0745416420370753	0.0853816965003338	0.0349641968776856	0.0308470156533165	0.0881361267678388	0.108344049914328	0.0305640966793372	0.0288016496045926	0.10342216984674	0.112614779299299	-0.0183495912148258	0.489145644519287	0.015050501728391	0.0220982202620358	-0.0114781758251171	0.488871567129017	0.101946108448337	0.149684548728303	nonsig	nonsig	ENSG00000189339	0.0187818499917894	0.506229856497236	0.400877245257112	0.477141696793831
NADK	0.273576666044093	0.31116786834387	0.213994847524223	0.246909292032966	0.192324420992569	0.204022583897614	0.487001065334021	0.622481079252905	0.166243480552724	0.169693200762987	0.590371807939158	0.687802709843586	0.178445801499939	0.153054135525109	0.751307037742783	0.817982115895873	0.189112156469547	0.150050812762484	0.00227827025333577	0.495040812702809	0.332716835719446	0.388773176783193	-0.0439757219492926	0.480381630080136	0.0093440466643197	0.0178628356460357	nonsig	nonsig	ENSG00000008130	-0.0399063967686393	0.472864913744296	0.00337284997950413	0.00656946977139992
FAAP20	0.209238810254362	0.18871866656412	0.130036698835102	0.141466629686799	0.135234775442934	0.12948750753529	0.115584096780329	0.107379175203149	0.110047855232696	0.111001737393622	0.107905454439764	0.106535034638666	0.0985286367823825	0.137385873088592	0.0800088108471356	0.0813954494671134	0.0972503568511747	0.121613634610236	-0.0140078959144648	0.489635707931775	0.0206439781394682	0.0296143438409046	-0.00613006434399608	0.493182383464652	0.286913520603716	0.36273004677361	nonsig	nonsig	ENSG00000162585	0.0164957333263869	0.497969394879674	0.622639821502711	0.690416783934279
SKI	0.255015228877724	0.220868693110814	0.488099297021138	0.412529205993283	0.476486519032463	0.450431820607187	0.170814061980432	0.17305517314685	0.275478642106606	0.278370555041427	0.065346222694073	0.101773637412584	0.138398189266297	0.222777529547058	0.0394947192695471	0.115274511901188	0.12404069405492	0.250795612955119	-0.028621050750553	0.482935148202592	0.000138818036898282	0.000256956973127579	0.0268959309796899	0.516202533811552	0.0475228906270176	0.0765614876608134	nonsig	nonsig	ENSG00000157933	0.0484190503797459	0.517732284220698	0.0584271930297067	0.0885230517029256
AL139246.5	0.166325876244347	0.283360360763847	0.27240984810171	0.275334707961706	0.265975917308372	0.228058087499813	0.174293440860547	0.163295899250181	0.178857307321757	0.134352373953972	0.102816746977937	0.0889664833452141	0.135909004960549	0.121568822201565	0.0651115617652488	0.0843860146649358	0.0795489256203751	0.0644467505316882	0.0372505124271943	0.511538073860505	0.0159338338491871	0.023312297656701	0.00756085130910749	0.500969383670598	0.871865854432101	0.902164013353904	nonsig	nonsig	ENSG00000272449	-0.122042393005477	0.43401333597412	1.45273157855491e-15	9.31692128277508e-15
TNFRSF14	0.392645706964306	0.455498034658787	0.677606511896704	0.645300640713673	0.684267290199195	0.551863985604098	0.606560865632839	0.614154353462454	0.690300826511265	0.548430243169723	0.490609041184993	0.614512759470804	0.594994253741812	0.546028113892684	0.467859504963827	0.597784693754307	0.443487822866521	0.416912316933788	0.113054731828941	0.543011681602528	5.28570434002871e-21	2.12060245869015e-20	0.00471707873919539	0.51393865245128	0.00804844122208306	0.0156196791323723	nonsig	nonsig	ENSG00000157873	-0.0632974623111808	0.465188626210611	0.00168767958637395	0.00344204560017301
CEP104	0.0670072376211906	0.0523772242257892	0.049647992541269	0.0660669146877234	0.0519156608605436	0.0830047485098016	0.0463987377692076	0.0608264649218922	0.0822455280919682	0.0855186537781103	0.0435806922117711	0.107340174781789	0.0957886553814029	0.104345936911611	0.0447416579398253	0.0853582821235612	0.119072420685148	0.108660885434264	-0.00904933723131994	0.496064106861877	0.409332151921793	0.468806270859011	-0.0259348866401056	0.488113629794133	0.0473596364996709	0.0763213835875813	nonsig	nonsig	ENSG00000116198	0.0141432630085171	0.50366909338983	0.52526724099901	0.59966706713796
RPL22	2.10905547434322	1.8156749602195	1.99627748775312	1.76625124679227	1.99264234824197	1.74028391026665	2.13615624892667	1.9324236106781	1.86242780476997	1.72687248448694	1.93255447558145	1.68479074695086	1.72388458678266	1.60034399074492	1.69767060106377	1.52511924037446	1.72482133723794	1.72068276907961	0.138229243804887	0.559979705916284	3.83771140178236e-35	2.17079397310514e-34	0.167681284429442	0.568046150301678	4.83562910402824e-19	3.37550806637499e-18	nonsig	nonsig	ENSG00000116251	0.282946495851138	0.624206013391991	8.16132723379916e-24	8.05330966746945e-23
KLHL21	0.412471918011418	0.174868230890164	0.458682957919508	0.206968729137337	0.471454351397782	0.193281209999838	0.193778939002064	0.0795699873766931	0.362882483162152	0.122752813440573	0.131402057433426	0.0578328131016776	0.247766178739384	0.0856423155368796	0.083589234099685	0.0217934409121082	0.180118222732351	0.056123177538519	0.195328593858113	0.579199934237774	1.74570238554765e-64	1.45060842192257e-63	0.156134256726999	0.562933854575033	4.75515921087448e-20	3.45408587875159e-19	nonsig	nonsig	ENSG00000162413	0.222200128609622	0.592805656085513	1.22618608857037e-19	9.88313351868731e-19
RERE	0.166661224533074	0.234560642038759	0.0746795009904918	0.0973726861245869	0.0684629770071291	0.102886909568775	0.285770076551314	0.309342516669305	0.067651624097715	0.1001233034077	0.367533707273219	0.392689098126227	0.0814220820677319	0.131919243246802	0.347255348239889	0.298182954699816	0.0878870209696899	0.123568617924233	-0.0380142080262134	0.478694800315198	4.72207280803597e-06	9.91709187540574e-06	-0.0068331383773636	0.48875377440876	0.125044333997571	0.179222985714339	nonsig	nonsig	ENSG00000142599	-0.0645806024878227	0.456860144323008	1.32481586220619e-07	4.6756157451169e-07
ENO1	1.27486833865783	1.24527352549702	1.36026568084082	1.41791646672787	1.40653025469893	1.46735373463317	1.58503432309403	1.64024455075905	1.70235332636143	1.75403120328817	1.60378222324383	1.47097683904497	1.8194071439049	1.74823130561684	1.52297451212188	1.42890218554985	2.06142986416077	1.90007515134747	0.0163704838744664	0.514871744631185	0.00210096886511355	0.00342796378964424	-0.031101665172967	0.487476082424959	0.0701913440887608	0.107807477845055	nonsig	nonsig	ENSG00000074800	0.0210624471832433	0.5146513661071	0.28439570735828	0.358219679991549
