gene	T0_NI_CD16neg	T0_NI_CD16pos	T2_IAV_CD16neg	T2_IAV_CD16pos	T2_NI_CD16neg	T2_NI_CD16pos	T4_IAV_CD16neg	T4_IAV_CD16pos	T4_NI_CD16neg	T4_NI_CD16pos	T6_IAV_CD16neg	T6_IAV_CD16pos	T6_NI_CD16neg	T6_NI_CD16pos	T8_IAV_CD16neg	T8_IAV_CD16pos	T8_NI_CD16neg	T8_NI_CD16pos	t0_CD16neg_CD16pos_logFC	t0_CD16neg_CD16pos_AUC	t0_CD16neg_CD16pos_pval	t0_CD16neg_CD16pos_fdr	ni_CD16neg_CD16pos_logFC	ni_CD16neg_CD16pos_AUC	ni_CD16neg_CD16pos_pval	ni_CD16neg_CD16pos_fdr	iav_CD16neg_CD16pos_logFC	iav_CD16neg_CD16pos_AUC	iav_CD16neg_CD16pos_pval	iav_CD16neg_CD16pos_fdr	CD16neg_CD16pos_logFC	CD16neg_CD16pos_AUC	CD16neg_CD16pos_pval	CD16neg_CD16pos_fdr	color	ens
MTND1P23	0.777336961350141	1.01627040982027	1.18190787255942	1.37414023863801	0.798937060308544	0.996776381013143	0.835008042489481	1.0083126304729	0.58792987466232	0.786279236963413	0.8825963046441	0.994370849672109	0.594853810341747	0.792685070208899	1.34092589015566	1.35841836755611	0.526439140660981	0.661676617115993	0.0672046628392755	0.533547997303196	0.000126536210612439	0.000304727516951787	-0.0117496573119176	0.498579011824696	0.816334214963422	0.852185717605146	0.0213111671648768	0.518334261212003	0.0025178093586459	0.00569640580106227	0.00468897406601176	0.504911823428186	0.121651270634006	0.149201396474911	nonsig	ENSG00000225972
MTND2P28	0.85689020367202	0.841415907498887	0.620000612311501	0.615475881719792	0.759750099797502	0.818517897439985	0.679320921965094	0.709038018844806	0.48287589298991	0.580208378608962	0.758770301133611	0.784346049199077	0.387009466390376	0.497409509808165	0.593976908192392	0.603168650796364	0.369117103963855	0.550232427175361	0.0124889534632707	0.493966201928175	0.385045091061224	0.45944993957547	-0.069630504759637	0.472078889879696	4.87313504571886e-08	1.23480286327961e-07	-0.0536327706503637	0.481939671793731	0.0616570457495819	0.0997930703428418	-0.0580483803579494	0.475410734781891	9.7593675430475e-09	2.18882617497247e-08	nonsig	ENSG00000225630
MTCO1P12	0.529843791134511	0.590538661049924	0.689038084199932	0.697355393237813	0.560191225171359	0.601252524729093	0.58877517120879	0.595225947554734	0.420228922287856	0.492894814793077	0.578536818801706	0.530059842386183	0.221002389162141	0.287540771851916	0.844868687145056	0.731405171502955	0.291685196950684	0.360836222607938	0.0610045133729148	0.525796687412849	0.00727434264046636	0.013106736612905	0.0162539059193096	0.504304283384741	0.286501661445213	0.344104849613161	0.0674047170927164	0.534712338260359	1.85129259957568e-07	7.06325940778335e-07	0.0352930303035655	0.512805839135103	0.000272418189269651	0.000450278653837907	nonsig	ENSG00000237973
MTATP6P1	1.85971796737572	2.14644887862254	1.68812002508127	1.94307555437047	1.73655409190492	1.95491595060181	1.52290165802403	2.00279698601735	1.22039426524586	1.60309077273298	1.24720630469554	1.59806304595664	1.05468017575164	1.28927596322336	1.3861489635914	1.92100533978431	1.10863287062357	1.43051787522847	-0.290977832269838	0.395814952855951	6.13596478791353e-19	4.77512547399134e-18	-0.293791561512063	0.401037038116321	1.88981397249211e-87	2.11339235782042e-86	-0.353269671807389	0.403247717937922	2.00662976688145e-28	2.03565423315242e-27	-0.311399228766341	0.401393619926661	1.88894382704441e-120	2.12076875127254e-119	CD16+	ENSG00000248527
MTCO3P12	0.429723071165237	0.438506654815729	0.495502864635397	0.466164794752081	0.514573267632692	0.532574147456429	0.763941194412786	0.791267762252518	0.485866729149466	0.600352367542014	0.651492175580269	0.657971519493497	0.394695777043572	0.5375826882063	0.397647240120703	0.402617556053082	0.336887551954469	0.589200436020757	-0.00910900961222134	0.494123248728121	0.352613983196357	0.427030492120764	-0.060289445395064	0.475989067464889	4.68944678564586e-07	1.10634332181288e-06	-0.0566348778310534	0.480073780104366	0.0521245314248285	0.0860812392512939	-0.0549653814709959	0.477718720444668	6.30736395642322e-08	1.35676390141766e-07	nonsig	ENSG00000198744
NOC2L	0.0864264710042915	0.141933712736273	0.0575363621464111	0.0959022275305583	0.0627641288776216	0.1158218839529	0.0430260713701962	0.0466736561056279	0.0824935218335427	0.106902881948356	0.0425942893135575	0.0634574189832549	0.108006101036506	0.11613746258144	0.0416363631829469	0.0638068118874931	0.107592202695174	0.123189044745656	-0.0561055977077428	0.463831221704068	1.17061208368045e-08	4.55184616522153e-08	-0.026333229130016	0.484739531894299	0.00127578875082835	0.00221461691290208	-0.0244054752662859	0.486279057829351	0.0376002996095131	0.0646322903521222	-0.0282144379037431	0.484322190264746	1.96993110327675e-05	3.58461838491839e-05	nonsig	ENSG00000188976
HES4	0.156200406983897	0.884938893898919	0.172276300524903	0.590621192878042	0.158477462627105	0.492502408286763	0.273108224446688	0.77172267162743	0.0739117664838008	0.102966254844985	0.578220958239695	1.3885286032584	0.0520620981865295	0.0890122467820171	0.908890122652987	1.60310527838801	0.0362124556061326	0.0452721492492407	-0.709448105376964	0.236068348367814	2.03647528268037e-200	6.42734226717072e-198	-0.116459326223924	0.447350531474695	1.67409987386447e-26	8.40898442389398e-26	-0.499395231385881	0.351312739519503	1.05368851735679e-80	3.25326329733909e-79	-0.280304098876588	0.414973169753413	2.1478571874743e-96	2.04731152383244e-95	CD16+	ENSG00000188290
ISG15	0.388185712968511	0.604621832049851	0.734201650513069	1.22928777563166	0.22817245918454	0.392683920293312	3.6062883415602	4.78214284183999	0.420964010639578	0.599955812960557	5.23821341862036	6.32732624988583	0.90397789329283	1.09247954252852	6.0753023111084	6.71716399155452	0.864655599328299	0.950744268796641	-0.177147435055518	0.428841794854867	2.23270893255009e-14	1.33375598799338e-13	-0.27101389257995	0.434785792706112	7.04576910051168e-38	4.3745370775964e-37	-0.581829905309415	0.404599049469276	1.57770884351789e-27	1.56421709250002e-26	-0.356487201601315	0.426939334820844	2.84431384966205e-65	2.00478250371341e-64	CD16+	ENSG00000187608
AGRN	0.00833216305760864	0.00296699390068065	0.0130927161883963	0.00359343686806028	0.00951563588090265	0.0025123150104761	0.140470216914768	0.0936720425572922	0.0136967162334758	0.007648009547354	0.208993859671354	0.111881688820759	0.0208107287798606	0.0105961890474016	0.182036900778112	0.128654233340932	0.0221233767427203	0.00839584466953995	0.00627804745688138	0.502501745520165	0.487297832768272	0.562784913184906	0.00648242444536395	0.503247988505528	0.41100894913962	0.473715122755566	0.0329918991794316	0.508341894058052	0.239266816909319	0.317242613737909	0.0144168995115404	0.504504631623652	0.181097946626492	0.215639789307294	nonsig	ENSG00000188157
AL390719.1	0.0621946636380387	0.0203798551324275	0.351297060751831	0.0754287717239009	0.358675616752975	0.0712822111504023	0.448550754237498	0.100205931894117	0.432370503133011	0.0956622823076178	0.341693821592296	0.0726404770268165	0.367596167441652	0.0811850283378199	0.231318473631851	0.0529001371966201	0.308122354314835	0.0614563006747367	0.0371549874704713	0.520321055674591	4.67863918346899e-05	0.000119404084462207	0.275757428788561	0.614975759421597	5.82737425512701e-119	8.33886980941471e-118	0.277085086934445	0.605194552017937	2.43959699904882e-45	3.69582681375903e-44	0.256445252140981	0.60885946354311	7.20803757948948e-165	1.0393112053066e-163	CD16-	ENSG00000217801
CCNL2	0.208139879594496	0.172776217220304	0.176450568466632	0.185086861693185	0.197781161784147	0.191351586249531	0.116665830668177	0.119369028087164	0.217426777163891	0.216677558854886	0.0979891387085699	0.127099867191933	0.236886394559329	0.22029738138928	0.115794446365601	0.102644545808986	0.237400670872425	0.208440116422055	0.031002615048357	0.508085409452017	0.427048252733864	0.502099012929544	0.0123930662637467	0.503085757617702	0.527539920441829	0.589126832144796	-0.00305059618140415	0.493358996155466	0.226594937776012	0.302819534581398	0.00929812429684309	0.50082398318863	0.970244036609667	0.975740196845374	nonsig	ENSG00000221978
CDK11B	0.136995953291713	0.159121470297654	0.125420285450305	0.169326825092241	0.129056394744267	0.179163785120005	0.145354138435868	0.18109256847988	0.167818397378131	0.201132659490518	0.167724854327955	0.201282533189519	0.216947274097919	0.24776013407654	0.16392491997468	0.196374972569174	0.218233148384947	0.209186585172268	-0.0207995389067734	0.484088258300974	0.0476403944426639	0.0730261876480537	-0.0276411275163692	0.486636611183776	0.009910789910201	0.0153791853263731	-0.0333686033095264	0.483959717639697	0.0265589326268033	0.0473130436666257	-0.0287938816541804	0.48586290350811	0.000511459439730197	0.000825454851450924	nonsig	ENSG00000248333
SLC35E2B	0.109367151446771	0.0848470644455839	0.0439771046133407	0.0590541397800446	0.0499949057414702	0.0855051288798192	0.0504892077539403	0.0594894034452706	0.0745416420370753	0.0853816965003338	0.0349641968776856	0.0308470156533165	0.0881361267678388	0.108344049914328	0.0305640966793372	0.0288016496045926	0.10342216984674	0.112614779299299	0.0187818499917894	0.506229856497236	0.400877245257112	0.47594224248812	-0.0183495912148258	0.489145644519287	0.015050501728391	0.0227096680794128	-0.0114781758251171	0.488871567129017	0.101946108448337	0.154235910011985	-0.0132212082315143	0.489734926693909	0.00449789899572565	0.00660272976607685	nonsig	ENSG00000189339
NADK	0.273576666044093	0.31116786834387	0.213994847524223	0.246909292032966	0.192324420992569	0.204022583897614	0.487001065334021	0.622481079252905	0.166243480552724	0.169693200762987	0.590371807939158	0.687802709843586	0.178445801499939	0.153054135525109	0.751307037742783	0.817982115895873	0.189112156469547	0.150050812762484	-0.0399063967686393	0.472864913744296	0.00337284997950413	0.00649971530989246	0.00227827025333577	0.495040812702809	0.332716835719446	0.391743905434647	-0.0439757219492926	0.480381630080136	0.0093440466643197	0.0186519778988054	-0.015080116161237	0.490487009417149	0.0200829610072865	0.0273403550161501	nonsig	ENSG00000008130
FAAP20	0.209238810254362	0.18871866656412	0.130036698835102	0.141466629686799	0.135234775442934	0.12948750753529	0.115584096780329	0.107379175203149	0.110047855232696	0.111001737393622	0.107905454439764	0.106535034638666	0.0985286367823825	0.137385873088592	0.0800088108471356	0.0813954494671134	0.0972503568511747	0.121613634610236	0.0164957333263869	0.497969394879674	0.622639821502711	0.689112960443581	-0.0140078959144648	0.489635707931775	0.0206439781394682	0.0303908887821504	-0.00613006434399608	0.493182383464652	0.286913520603716	0.368351573005585	-0.0091251527517745	0.490851870545544	0.0100870896921844	0.0142089651726505	nonsig	ENSG00000162585
SKI	0.255015228877724	0.220868693110814	0.488099297021138	0.412529205993283	0.476486519032463	0.450431820607187	0.170814061980432	0.17305517314685	0.275478642106606	0.278370555041427	0.065346222694073	0.101773637412584	0.138398189266297	0.222777529547058	0.0394947192695471	0.115274511901188	0.12404069405492	0.250795612955119	0.0484190503797459	0.517732284220698	0.0584271930297067	0.0878108157676624	-0.028621050750553	0.482935148202592	0.000138818036898282	0.000268513880701103	0.0268959309796899	0.516202533811552	0.0475228906270176	0.0792420139865239	-0.00560495873309299	0.492671010148722	0.0255789036081228	0.0344019297816632	nonsig	ENSG00000157933
AL139246.5	0.166325876244347	0.283360360763847	0.27240984810171	0.275334707961706	0.265975917308372	0.228058087499813	0.174293440860547	0.163295899250181	0.178857307321757	0.134352373953972	0.102816746977937	0.0889664833452141	0.135909004960549	0.121568822201565	0.0651115617652488	0.0843860146649358	0.0795489256203751	0.0644467505316882	-0.122042393005477	0.43401333597412	1.45273157855491e-15	9.32538768109653e-15	0.0372505124271943	0.511538073860505	0.0159338338491871	0.0239407855321956	0.00756085130910749	0.500969383670598	0.871865854432101	0.903728434380548	0.0151864552659125	0.505883270037792	0.122043793483414	0.149618211216934	nonsig	ENSG00000272449
TNFRSF14	0.392645706964306	0.455498034658787	0.677606511896704	0.645300640713673	0.684267290199195	0.551863985604098	0.606560865632839	0.614154353462454	0.690300826511265	0.548430243169723	0.490609041184993	0.614512759470804	0.594994253741812	0.546028113892684	0.467859504963827	0.597784693754307	0.443487822866521	0.416912316933788	-0.0632974623111808	0.465188626210611	0.00168767958637395	0.00340351712111835	0.113054731828941	0.543011681602528	5.28570434002871e-21	2.24425159609141e-20	0.00471707873919539	0.51393865245128	0.00804844122208306	0.0163122349563517	0.0659914518370215	0.532675966461768	2.46807088287395e-20	8.60190839607784e-20	nonsig	ENSG00000157873
