ens	gene	classical_nonclassical_pval	classical_nonclassical_fdr	classical_nonclassical_AUC	classical_nonclassical_logFC	upregulated_in	intermediate_nonclassical_pval	intermediate_nonclassical_fdr	intermediate_nonclassical_AUC	intermediate_nonclassical_logFC	intermediate_classical_pval	intermediate_classical_fdr	intermediate_classical_AUC	intermediate_classical_logFC	relative_classic	relative_nonclassic	classical_id_pval	classical_id_fdr	classical_fluCor_pval	classical_fluCor_cc	intermediate_id_pval	intermediate_id_fdr	intermediate_fluCor_pval	intermediate_fluCor_cc	nonclassical_id_pval	nonclassical_id_fdr	nonclassical_fluCor_pval	nonclassical_fluCor_cc	classical_mean	classical_sd	intermediate_mean	intermediate_sd	nonclassical_mean	nonclassical_sd
ENSG00000038427	VCAN	1.49722814069081e-211	6.24616357966365e-209	0.962913594491958	2.55339649529362	classical	1.32725905255487e-09	7.25094260973129e-08	0.638190954773869	0.401260232686657	8.03605789917466e-137	6.14624494988548e-134	0.0672194919295065	-2.13578796996695	down	up	1.60320382854514e-43	2.46056935424537e-42	0.540760042913097	0.25587734249702	0.00271937661994932	0.0399974977850879	0.47916729337573	0.294335076240488	0.0572068431984929	0.277214575963974	0.518574977138971	0.26952897249532	3.13647910334511	0.237667470352507	1.00114206186619	0.222701679047239	0.60571296558063	0.144412993205144
ENSG00000197353	LYPD2	9.62929460359946e-207	3.68240274465986e-204	0.358289007373219	-0.484711764154421	nonclassical	2.45108119046487e-14	4.12091624582499e-12	0.372126117312225	-0.416096770953526	1.72058887300318e-22	4.53780594150094e-21	0.528986738803046	0.0732100102199834	nonsig	nonsig	0.61882342939337	0.631623825063651	0.255335716617982	0.456675697613208	0.00341657848283671	0.0470831190923052	0.345367848388188	0.385675547308761	0.174205445613705	0.469998237019864	0.639273472427263	0.197460158626507	0.00363774489035299	0.00224696733451494	0.118126885218365	0.146906056314086	0.50072472538226	0.196554066541421
ENSG00000166165	CKB	7.20086062478549e-201	2.54190380054925e-198	0.335242149708685	-0.354533663823742	nonclassical	8.78534329080567e-09	4.11387146545992e-07	0.388446658069107	-0.244967689170421	1.52840424769029e-47	1.37526413581387e-45	0.565614363070706	0.112796025915336	nonsig	nonsig	0.388645963243276	0.410565452422513	0.682771334528518	0.172585030347839	0.0135470868498771	0.120014636204799	0.821218945767712	-0.0959369324980604	0.03236688118059	0.197515449119318	0.100456251334238	-0.620844109269245	0.0119565751483287	0.0036165301072183	0.128534504941157	0.0914916580085428	0.354383696970251	0.123032522098735
ENSG00000148737	TCF7L2	1.67491538725693e-197	5.49013336580161e-195	0.139238459929121	-1.0351505176114	nonclassical	2.55025435251049e-07	8.0158337148429e-06	0.37599501934451	-0.290261859967774	7.10903115337896e-91	1.91902023310919e-88	0.776389026583767	0.731782178951304	up	nonsig	3.77042460150588e-21	2.69509010845957e-20	0.192474441338313	0.514066627558994	0.0043869104644625	0.0566902388566322	0.0399933940642682	0.729481814993482	4.80619397285351e-08	2.39735045015486e-06	0.0782611204123144	0.654457153231458	0.239358303562885	0.0793293832139101	1.03834916129148	0.245246965615774	1.28715609836138	0.223945503516321
ENSG00000187109	NAP1L1	2.25455008636028e-189	6.89742023087171e-187	0.0592583669872506	-1.5048425961344	nonclassical	3.82243626613559e-22	1.94901778058847e-19	0.264953084004091	-0.552244782321351	1.54549979748198e-67	2.72780714255566e-65	0.80966004314964	0.948043298154412	up	nonsig	5.51802922957081e-27	5.01430418504959e-26	0.0366577439161483	0.737825275798928	1.7113432500609e-08	1.45432484713508e-06	0.00279939473554751	0.893295837071581	7.1196156685455e-10	4.95029034893262e-08	0.00386875923812181	0.880756557453785	1.50462527767552	0.15139774339643	2.55211645234291	0.433225498736704	3.05400448589118	0.287103661440878
ENSG00000026025	VIM	5.00343196748822e-181	1.43504683117522e-178	0.927426410453107	1.41516110717575	classical	2.3702547563977e-06	5.66515576932763e-05	0.614999777649308	0.315999849846074	3.19781080274383e-107	1.33406852489011e-104	0.119105282290236	-1.10423252173928	down	up	8.4040367267788e-66	1.98794456387566e-64	0.0875856018958431	0.639738631269411	2.2587732178072e-11	3.23922196766164e-09	0.0395699418296395	0.730516913025654	1.15872438274935e-16	1.9694022934951e-14	0.0318722743627399	0.750648491685867	5.02202678417667	0.186581811234752	3.93208668894246	0.435983356716387	3.62294778747896	0.517318381236308
ENSG00000170873	MTSS1	7.36481597236314e-176	1.9880670880691e-173	0.113590688061471	-1.19606876891142	nonclassical	5.62505882585988e-11	5.16267899037419e-09	0.340774669809223	-0.388573591296541	5.35669816010654e-71	1.29378357140679e-68	0.783095160536491	0.800559030083156	up	nonsig	2.43800904642005e-11	1.00161356437078e-10	0.609254024659446	-0.214924764093466	0.25673806306812	0.567713834504216	0.154101724876578	0.554131137478074	0.0113946716012736	0.0970132615551843	0.506347934232898	0.277145751284923	0.426912245908669	0.0703494262313181	1.28537092508259	0.195377349013759	1.63277145054247	0.166491336866986
ENSG00000188290	HES4	9.18293530385229e-168	2.34113833940993e-165	0.210894359455536	-0.769841149449498	nonclassical	0.0665796346994064	0.21144217552635	0.455707742251078	-0.102436637615633	7.36421986304386e-98	2.41388606796487e-95	0.741359449724059	0.683039006651342	up	nonsig	1.34535855880079e-20	9.31199159326823e-20	0.00331306146620667	-0.886945789197246	3.68419922904218e-05	0.00138580248049792	0.0154542837558879	-0.807075615593928	0.00193612235253316	0.0272541885759959	0.0321448023010387	-0.749887723343134	0.15305557058588	0.0675329324231523	0.824156565216993	0.345007317516877	0.930315837238344	0.219937191924481
ENSG00000233392	AC104809.2	7.77176870177755e-167	1.87708666170822e-164	0.382691003150894	-0.2129497890714	nonclassical	0.00100058394119443	0.00929489819056934	0.441499533063548	-0.116884164641473	5.90452795380491e-68	1.08383515120043e-65	0.556838084986852	0.105261241845314	nonsig	nonsig	0.738479791837782	0.746943743606696	0.761686995312707	-0.128508075881655	0.027323233168182	0.191429491616469	0.188538058848217	-0.517966293580732	0.00869188811413059	0.0802556832107551	0.608845276266558	-0.215164415721579	0.00374988639707518	0.002047361546299	0.108836068357823	0.0842223692428347	0.23977829135684	0.0850290727130125
ENSG00000119535	CSF3R	1.24219971534229e-160	2.85022724685293e-158	0.900009826732516	1.37435699752793	classical	3.2876310795173e-06	7.43198966694823e-05	0.595922088317695	0.20235505072571	3.68744164062327e-92	1.05760435555126e-89	0.147362631655974	-1.15751780363418	down	up	9.04544906831212e-23	6.83847871078819e-22	0.710376658750651	-0.157027996257595	0.0578356880805799	0.281749440129279	0.696823254179679	-0.164645558490511	0.0206692816286637	0.146601751768064	0.907565831947035	-0.0493784282003988	1.582020976432	0.136538015415782	0.425361328981791	0.143497669265682	0.263168048973502	0.11281660376619
ENSG00000103187	COTL1	4.86045489763529e-155	1.0621251202499e-152	0.107539322779634	-1.00505795648404	nonclassical	0.00508188715332634	0.034295264921492	0.430960110285943	-0.129149261121236	3.97080759293983e-96	1.21480240293339e-93	0.857625070224388	0.878182160106356	up	nonsig	1.56385083512e-11	6.5122608732901e-11	0.0705628753971533	0.667401982012946	0.778771338191892	0.8802811502537	0.0421097291340875	-0.724405858942562	0.00109777832453095	0.0171350501063692	0.813432335849707	-0.100170826100731	2.38255115612213	0.0911233557934264	3.21421797121078	0.0798371634743422	3.35500101353453	0.147238294278833
ENSG00000055163	CYFIP2	2.85508155526589e-153	5.95544057141589e-151	0.287072140896325	-0.420674987541048	nonclassical	4.54974927470508e-05	0.000727484300404933	0.411860185885178	-0.170701268050616	1.19541207680067e-56	1.48263405957791e-54	0.633069903361801	0.242168955111237	up	nonsig	0.0023615839256589	0.00380256443328024	0.0139600194466368	0.813842927955774	0.43522378529268	0.701962293043265	0.603655113972524	-0.218211976464134	0.626181478440273	0.811736385469609	0.236420941497744	0.47309328114546	0.0596219624891206	0.0164095360856814	0.294241470569992	0.0649670332090854	0.463857366150693	0.0635481985814215
ENSG00000185201	IFITM2	5.34945014279214e-153	1.06733159588144e-150	0.109233641660274	-1.38160694703496	nonclassical	1.2784508974032e-10	1.02926511722514e-08	0.343709698937164	-0.469065195748933	7.88360362933282e-63	1.24751231224166e-60	0.786267650516238	0.950548549631585	up	nonsig	8.51105661768657e-107	3.7555037325542e-105	0.0128782998814056	-0.819031965522625	1.97363709581037e-15	3.77375859694741e-13	0.146246010693166	-0.562982089254743	1.11484462695105e-22	2.55801099653919e-20	0.119446505724596	-0.595344676523025	0.849045804933812	0.282519169722492	1.85459485716603	0.558443481829377	2.30145385929234	0.449990764305762
ENSG00000163221	S100A12	8.67796193956052e-153	1.65929863919348e-150	0.888181293705185	1.49293338380294	classical	0.0895914769466665	0.257713647509259	0.526748788188731	0.0393389319858574	4.08824820199755e-106	1.56341424991391e-103	0.122650728681292	-1.43619755776792	down	nonsig	4.46354763000497e-20	3.02112390473345e-19	0.309345763675159	0.412867902540666	0.122165853911909	0.406510344044828	0.599460120796232	-0.220681423008432	0.188927800081372	0.493729883014474	0.393443209288195	0.351338889145298	1.61121511702166	0.159094431868447	0.15996248760269	0.0920404274982177	0.147187471525285	0.0798832139412811
ENSG00000142512	SIGLEC10	1.48531714722423e-149	2.72644815544472e-147	0.213905777484737	-0.685836427939765	nonclassical	0.000190388664043561	0.00238063645584714	0.404922844310046	-0.255706030512924	2.32979982295103e-68	4.64845712500969e-66	0.709053870957082	0.437264642123194	up	nonsig	2.46768037296041e-19	1.61083715953276e-18	0.10478406787925	0.614806301352415	0.113900376609698	0.393887587235797	0.224563107700753	0.483728863167156	1.85140856272875e-05	0.000499771405550719	0.80540452344393	-0.104543484136681	0.181886836224009	0.0599046330202814	0.640444976879147	0.149474175624752	0.909663685353119	0.199838548643572
ENSG00000268734	AC245128.3	2.42507585686436e-148	4.28025888736554e-146	0.883011164436104	1.35728132151647	classical	0.000398423476317414	0.0044056995971581	0.57639969760306	0.184116764562382	6.84766270758758e-90	1.74577356472888e-87	0.154250522847121	-1.16732143152695	down	nonsig	6.2106733009181e-66	1.47672434082451e-64	0.0240328998919061	-0.774514351700114	0.000299540801404013	0.0075944350146023	0.0894514496199729	-0.636904428190354	0.000236934669432902	0.00466649441213557	0.480491445142266	-0.293489000160683	1.59321044640549	0.231606588910155	0.475085941440083	0.180144479516721	0.298833428399201	0.113045080357346
ENSG00000233276	GPX1	4.33666235499863e-148	7.3707198322552e-146	0.885399694420318	1.28044554710585	classical	4.57658401906893e-10	3.00027772335819e-08	0.646173344599102	0.381197542750102	6.43683559030891e-65	1.09402364903434e-62	0.2063369543152	-0.886513502479173	down	up	3.77913997596322e-25	3.22350805756417e-24	0.969017096964395	-0.0165272243038048	0.112580886572928	0.391390006368379	0.630049495193313	-0.202798708617922	0.126744996572753	0.407087242346861	0.267527681722819	-0.446415991265123	1.70953165798257	0.137789495480647	0.82715422598493	0.171915142885432	0.450902624977294	0.108838589148446
ENSG00000205542	TMSB4X	6.04784523644691e-148	9.91198635359128e-146	0.11702370461476	-0.751790213800805	nonclassical	3.41326383010524e-10	2.44741683068015e-08	0.34989104816116	-0.203540653985041	5.22939940177605e-68	9.99904743947936e-66	0.801091487623984	0.544809283248128	up	nonsig	7.01213559569552e-96	2.65939588831791e-94	0.572719499537052	0.236560153347517	1.12601830657884e-06	6.7990763274872e-05	0.574562387014015	0.235457908972272	3.00040769692421e-08	1.56464442286195e-06	0.984439751563555	0.00829918023663052	4.59968379000831	0.165484121559165	5.15321810063853	0.198668651380229	5.31409594468314	0.157898725413575
ENSG00000204472	AIF1	2.40907102573539e-144	3.81214721968964e-142	0.116527613118371	-1.04129508962527	nonclassical	3.44784597425127e-06	7.5958215417688e-05	0.386356561568906	-0.231483395298862	4.54615832709529e-70	9.93443836335255e-68	0.809197388360927	0.801801005514893	up	nonsig	4.4057978504637e-44	6.8769409305367e-43	0.500943408152787	-0.280534672884782	0.248836235136529	0.559211304133952	0.996725427592206	-0.00174644216865684	0.000276269320925855	0.00530460214949267	0.926497386706958	0.0392416608423008	2.38057920769981	0.154934803669546	3.19005443585443	0.148915422201351	3.41412544984297	0.155828269357406
ENSG00000197471	SPN	6.77428326491221e-141	1.03623953008943e-138	0.191575320319781	-0.841079071229604	nonclassical	2.69167632296537e-05	0.000469661697569889	0.400809356517099	-0.22715709946098	2.08962420688269e-69	4.35876612972037e-67	0.746453373367135	0.60284746036646	up	nonsig	6.2327290714724e-21	4.39354742073531e-20	0.0140341909578604	0.81349654813885	1.37603355545902e-05	0.000569704603671212	0.307282516312596	0.414469556684335	0.0021035920862297	0.0288160718916659	0.137398627729637	0.573270263504193	0.256275468740541	0.0712399075124583	0.894626130656933	0.235422208159399	1.10556951017911	0.161992512755455
ENSG00000133112	TPT1	7.57778834480583e-139	1.12175711981657e-136	0.874877165843546	0.663994893603034	classical	1.04832955502715e-10	8.74688059639923e-09	0.659892382265309	0.258017844065144	4.09528923282044e-47	3.61409274796404e-45	0.249526723035015	-0.406704094455789	down	up	4.76529957361993e-115	2.54278601666766e-113	0.451052168064253	0.312526016235554	0.000727941602062458	0.0154653889438177	0.253084913655327	0.458596384292737	3.17833313936421e-08	1.63880570522948e-06	0.355596838810881	0.378197430535932	4.63741946649888	0.159971863267978	4.23037691023255	0.147937841290241	3.97310277615306	0.199671862934804
ENSG00000184489	PTP4A3	1.60193137904744e-138	2.29726971826523e-136	0.382454844579131	-0.196789491031638	nonsig	2.73058191167382e-05	0.000472854354440422	0.430626584248677	-0.125748192538378	5.34657871440824e-30	2.3367094971828e-28	0.542932476005684	0.0667740893453168	nonsig	nonsig	0.499369849379148	0.51694298190862	0.075465183493085	0.659068366906734	0.76385906477869	0.8754698192393	0.263426676369354	0.44984050737447	0.513790268216367	0.744955305164267	0.0507091848099007	0.705231041161611	0.00856677758992191	0.00369189621515856	0.0736381874499119	0.0285073392619921	0.210165756332921	0.0602922751473069
ENSG00000241280	AC106712.1	3.87897657898805e-135	5.39412833968969e-133	0.410988822884241	-0.14503981403668	nonsig	1.24124607008581e-05	0.000236351793179411	0.438497798728154	-0.086324492557034	2.34053531077743e-39	1.57951713840554e-37	0.533216725442709	0.059499008650845	nonsig	nonsig	0.00396336962183781	0.00609676767644189	0.1589175032155	0.548827078224067	0.13030025035993	0.421808330516721	0.371972640408517	0.366426365985648	0.353312329251479	0.644928511907333	0.424276430075556	0.330287020444274	0.00250850867656869	0.0026991355648833	0.0819955234314352	0.0793299341396492	0.146685485132356	0.0403304239630372
ENSG00000213889	PPM1N	7.32681368450532e-129	9.88904352888092e-127	0.352378703251698	-0.294481907084683	nonclassical	1.75433015487406e-11	1.71289810228023e-09	0.377951705429804	-0.264728029500794	5.79693145732478e-05	0.000240961217913618	0.51880125200051	0.0243814315652531	nonsig	nonsig	0.019817088680007	0.0267001232978721	0.204980507865371	-0.501949476819487	0.599413813791568	0.797926368423819	0.559280981912093	-0.244635268657492	0.0477990849237152	0.248133484971639	0.360642748835779	0.374544718727109	0.0266164883289377	0.0101792031977978	0.0440637732089779	0.0297991147425873	0.338344232105861	0.10818240393954
ENSG00000224397	SMIM25	3.7510855686249e-128	4.9182090498341e-126	0.191895481604991	-0.835548683729764	nonclassical	1.05275894558446e-06	2.77650046050981e-05	0.380820029350291	-0.304601266661021	3.56256932338587e-46	2.97247829545777e-44	0.711461564245283	0.503213305550249	up	nonsig	9.0842630228233e-05	0.000184504453671077	0.387608482796592	0.355402160111485	0.000449759187942187	0.010805994311344	0.0111745766352614	0.827795051070969	4.4383542336863e-07	1.77109631116404e-05	0.000277899484949375	0.951324213586668	0.332753533580824	0.045050243990126	0.859075330009378	0.248591934661297	1.17964658618537	0.281911873976344
ENSG00000125810	CD93	1.90031356941137e-126	2.42237193611913e-124	0.858060773585743	1.17581276965402	classical	3.79953522724518e-07	1.15470643429325e-05	0.606216925334638	0.27023335406552	1.12637378082669e-59	1.56634220612535e-57	0.216638104814914	-0.905760557600715	down	up	6.97472209284329e-16	3.77441034010116e-15	0.19099706311885	0.515525217922929	0.949203173597765	0.969053028618497	0.900530343998829	-0.0531504975992316	0.0174946175352984	0.129713131882067	0.275162991472212	-0.440108807024722	1.41681288403825	0.123523399666651	0.484988806522488	0.0432272200276229	0.199743292402519	0.0866809689127528
ENSG00000182853	VMO1	1.18878195078845e-125	1.47441091139678e-123	0.404691789289496	-0.220360022702774	nonclassical	2.05128043504143e-06	4.95438206126586e-05	0.429003424200649	-0.175212788136015	4.93237835052776e-22	1.24366396981164e-20	0.52826207033297	0.0457829755948569	nonsig	nonsig	0.0256217831722587	0.0338160376696851	0.740991788912773	0.139954524844455	0.424949353929548	0.692818320961399	0.0507409431836184	0.705164014845295	0.974705637562308	0.987618496527585	0.859587002263398	0.0751696146087406	0.00462872286253885	0.00397054007444611	0.0578634532766842	0.0377250527657499	0.238827372005876	0.0594922458470607
ENSG00000169508	GPR183	4.2862320081408e-124	5.17618912772597e-122	0.847749044271015	1.32404325024535	classical	5.45724636656899e-25	4.17388392936417e-22	0.711455507626629	0.694172188502034	1.34462505262236e-20	3.10074591280604e-19	0.336777278928907	-0.613485777039413	down	up	5.32703608062192e-13	2.44702388127868e-12	0.473274019449074	0.298111902093782	0.144224177077222	0.440056348808094	0.492618055667437	-0.285782703475672	0.315952973146837	0.619618886226852	0.058917087024714	-0.688679357106129	1.5197757906886	0.146477153090785	0.884332625850512	0.176343671518368	0.215487844942052	0.0923823777097205
ENSG00000107954	NEURL1	1.38544763958284e-123	1.63021005590913e-121	0.366538707816373	-0.234698834470498	nonclassical	0.0499245488873774	0.174191417730148	0.457775603682127	-0.0978038500604377	4.15888752966096e-61	6.15649512052065e-59	0.586355932603472	0.13771462904189	nonsig	nonsig	0.19127884570376	0.214983743065039	0.207602423662307	0.499458833184807	0.572119801553861	0.779761737252946	0.645286742050875	-0.193992479160763	0.124583458935672	0.404037804279717	0.013645716813189	0.815323719564744	0.0181088539857758	0.00585798977703391	0.149813409921218	0.0499424553578123	0.27272166750431	0.0752807857259663
ENSG00000170458	CD14	8.92443807424377e-123	1.02385615806763e-120	0.849005915058992	1.11358671375804	classical	2.37188954014196e-11	2.26762522910656e-09	0.629385867390048	0.288563348337344	6.00505444447524e-56	6.72126703553583e-54	0.227217792381303	-0.831738053857624	down	up	7.34373525498546e-21	5.14509940230966e-20	0.783710811388073	-0.116401397217914	0.0555941854030908	0.275392530339193	0.33290943217691	-0.394922873429851	0.675305089632472	0.837560826033355	0.200359953648761	0.506379720519748	1.29572988553548	0.142265375411025	0.44840466126051	0.160400026246137	0.172637560956353	0.0664139421457897
ENSG00000108179	PPIF	4.08933334975825e-120	4.57706115659521e-118	0.845961212935784	1.25785060792106	classical	4.95801529713485e-22	2.27523321985518e-19	0.72568595188331	0.681717029808918	1.45609754127593e-23	4.22913393475649e-22	0.32620231232975	-0.575827048292854	down	up	5.13085673373064e-23	3.90472662538804e-22	0.227991844329485	-0.480624517577831	0.0922879971952487	0.351678573615313	0.609044506835758	-0.215047599176268	0.224739935073847	0.53160352805744	0.350773922856922	0.381710867685144	1.78038230591924	0.156470854917615	1.1843994178906	0.228873100986697	0.562714830811971	0.100948840353443
ENSG00000076641	PAG1	4.27079869150879e-120	4.66635599888889e-118	0.214191069719082	-0.780560396003217	nonclassical	0.022323576698618	0.100434209284272	0.439742962600614	-0.167468480612389	4.03393231373773e-64	6.61132692419371e-62	0.738472578261834	0.60055769047601	up	nonsig	1.52499131373636e-06	3.91835674061374e-06	0.502298616738529	-0.279683578753453	0.318599769407076	0.618204795690939	0.109691143495769	0.608130184493462	0.00347093674510355	0.0420267248635361	0.755992316269415	0.131650693430962	0.299354908351568	0.0470010025142763	0.923791703390198	0.166605194937473	1.06036921362651	0.16824665745841
ENSG00000160712	IL6R	8.05333725111609e-120	8.59459642915637e-118	0.844089378887107	1.04429273014964	classical	3.54596426389962e-18	1.08482866713569e-15	0.700604793880909	0.488071484417168	4.52921219190721e-30	1.99851487967905e-28	0.30316399223873	-0.548947626252398	down	up	1.29620450687056e-23	1.02380077143356e-22	0.899986497163073	-0.0534422040805625	0.0189021143897753	0.151524009269328	0.567821445341001	-0.239495665594937	0.439899871893884	0.699022314926589	0.0828733283679909	-0.647056294313526	1.43999292041988	0.133521504348483	0.876994483994778	0.170025507307453	0.423092975445369	0.0548165284514336
ENSG00000030582	GRN	8.48390715447601e-120	8.84832952997495e-118	0.844640943873508	1.05129610781021	classical	2.7948453213532e-15	5.82979326349538e-13	0.688664561746787	0.48358134031717	4.26728862194e-28	1.59993020158421e-26	0.30683926522866	-0.547209995323795	down	up	2.41997412116946e-23	1.89186733254628e-22	0.750893213334069	0.134469135756334	0.108109072458141	0.384531216139513	0.397642028285634	-0.348431169781852	0.381912428358801	0.664689150862832	0.696004975893883	0.165106704530651	1.65403569809012	0.130387956333887	1.0783553650219	0.183178747943202	0.630543916033964	0.0754391958789559
ENSG00000152217	SETBP1	4.28036229003089e-119	4.36501834421161e-117	0.39528190042667	-0.197341289356183	nonsig	0.0128825463040112	0.0681868569655219	0.456730555432027	-0.095011121649303	2.26025124766076e-56	2.65956230141418e-54	0.563721255210768	0.102327494615453	nonsig	nonsig	0.395910764108075	0.416992080902446	0.281402477434001	0.435018455021649	0.771427775167003	0.87837699486382	0.215251687801322	-0.492285028960286	0.810553646055073	0.909079612236223	0.302088370911781	-0.418524606867772	0.00794740510131726	0.00323777347748807	0.0970523274293098	0.0456357619991408	0.200437311608472	0.060173768663324
