T0_T0_CD16neg	T0_T0_CD16pos	T2_bystander_CD16neg	T2_bystander_CD16pos	T2_infected_CD16neg	T2_infected_CD16pos	T2_unexposed_CD16neg	T2_unexposed_CD16pos	T4_bystander_CD16neg	T4_bystander_CD16pos	T4_infected_CD16neg	T4_infected_CD16pos	T4_unexposed_CD16neg	T4_unexposed_CD16pos	T6_bystander_CD16neg	T6_bystander_CD16pos	T6_infected_CD16neg	T6_infected_CD16pos	T6_unexposed_CD16neg	T6_unexposed_CD16pos	T8_bystander_CD16neg	T8_bystander_CD16pos	T8_infected_CD16neg	T8_infected_CD16pos	T8_unexposed_CD16neg	T8_unexposed_CD16pos	module_pre_reordering	bystander	infected
AKAP7	0.0469987991558702	0.0599346400950847	0.0225052960959778	0.0230832770149784	0.011351547460145	0.0541461285293255	0.0252713214670242	0.03077504771578	0.0572117917727929	0.141900063357031	0.0287224572170013	0.104796445657465	0.0206837316573337	0.00875655713546398	0.100319456776662	0.295330431747965	0.058067030813116	0.121746247342865	0.00501312256704304	0.00991442737076156	0.128818603091759	0.250920560315537	0.0351131840977643	0.165083213451248	0.0164710356850972	0.00794637712441647	3	TRUE	FALSE
GUCY1A3	0	0.0424979536502148	0	0.00972037067599355	0	0	0	0.0305157805984048	0.0182585192679373	0.08513322763526	0.0106122971228021	0.0399510952797916	0	0.0147458422779759	0.127880109707555	0.203372856155145	0.0429432753910484	0.196360983717952	0	0	0.0923967377498334	0.36284722405071	0.0793265772256004	0.342981047039113	0	0.0150733896342142	3	FALSE	TRUE
KCNMA1	0	0.0609613507255066	0.011493502367878	0.0242926867457808	0	0.0293871442478473	0	0.00604038656140549	0.00892458950238863	0.0357223918367917	0.0481137439556492	0.0475833627427508	0.0342382414015806	0.00855416344851755	0.0128567079392872	0.264721737273578	0.0104669330459503	0.158448485550415	0.00744871892477877	0.0213668519812837	0.0600008296531862	0.361869410861047	0.0686003305525693	0.332420903071843	0.010484952355949	0.0157017246430164	3	TRUE	TRUE
ENDOD1	0.0274925888683849	0.11240055258762	0.00850498163337522	0.0562309102565616	0.0338128177703016	0.0889543521659212	0.0224394938454473	0.028849668022449	0.0584771879492606	0.281035966604268	0.074056897003032	0.164862988387012	0	0.00978851684212537	0.193914855586167	0.590668183402831	0.0190404172120734	0.298929189845708	0	0.0222307968616875	0.225891089115276	0.52503549780704	0.0602234482261743	0.402226164085147	0.0067280369374608	0.014211483159541	3	TRUE	TRUE
HEXDC	0.0277459511610377	0.0764484998192158	0.0481666320964328	0.0343507746836046	0.0332030928659264	0.0655073112423375	0.0173589411278208	0.0502462690173673	0.0670467789833588	0.159865210922046	0.0224983985540427	0.174693633509702	0.0132023764701637	0.0369028165937385	0.179761937270779	0.365089396416121	0.043353964332082	0.277846924288896	0.0269147054194311	0.0670613240843343	0.115740900645811	0.313271566018182	0.0473728968573247	0.24185045912065	0.0598277191948584	0.0624265042481619	3	FALSE	TRUE
LEPROTL1	0.183097989026302	0.191208187703935	0.0955754635258779	0.0975174365901828	0.0876405478357087	0.193535197693843	0.04238756226785	0.177491866420965	0.122336832459433	0.424798680046631	0.105377782199271	0.343771325293323	0.0754536753127971	0.235700708262458	0.206153642736073	0.735816336759346	0.157030462822675	0.365392666077996	0.0873819326585515	0.176196654589946	0.189375206374863	0.590682903078502	0.208729983399756	0.403165707175946	0.198674272851775	0.293489698828707	3	TRUE	FALSE
AC005300.1	0.0478833632151328	0.0370129364490707	0.0510359825062299	0.142519164610545	0.00567577330254429	0.136622322638577	0	0.0183286294245157	0.0995685335360504	0.456491849728527	0.0540817929475901	0.27650809076089	0.0453695663644713	0.0902916760609658	0.109823910090384	0.296169512494658	0.113549059868556	0.361881021387637	0.0330811908178245	0.045148310336112	0.117175794858052	0.330172951963537	0.174288537374259	0.309567724409903	0.0511177841732663	0.100860598727151	3	TRUE	TRUE
NAA25	0.135014116425292	0.100850167994945	0.0566677873796134	0.046980236157093	0.0939611499709491	0.104085040310729	0.0797291140996183	0.0649522922103271	0.0816067884134815	0.259318044836607	0.0749633894812262	0.139082858216036	0.0307977335729289	0.0679960440386063	0.170481063336133	0.429205213726309	0.120002792160071	0.371205568097567	0.049247366742806	0.0624143168838412	0.285536718560467	0.469774143140483	0.302928746543625	0.589996418614351	0.0587871109179615	0.0725698007961664	3	TRUE	FALSE
BCL2	0.066673634010942	0.0325792083288786	0.160808701315703	0.153400708063164	0.139128353710462	0.22367605213469	0.0994977668015098	0.15193410718951	0.20548035458976	0.208547213055059	0.198816923962829	0.281676137948812	0.0799658591934153	0.145561956079072	0.166713541667654	0.4559773597607	0.187566966432478	0.628905485377096	0.104470711377415	0.125062798089564	0.335638834374067	0.613745794342257	0.217868751242154	0.562930330554281	0.0470555927509066	0.145747383268107	3	FALSE	TRUE
SMIM14	0.254263209092536	0.159124747556613	0.128598883561104	0.171381129893818	0.105923671034774	0.16061196618016	0.158036178723665	0.202543308285	0.162325261316199	0.511560155895836	0.113127327620087	0.428617724837961	0.0854825972496871	0.17296543906709	0.209145686833428	0.539574804963491	0.248227409478108	0.537769935026683	0.0814962644944789	0.163677131575116	0.26791220757132	0.627200538905984	0.259625783439084	0.690352289837981	0.146747510144992	0.270923689717429	3	TRUE	TRUE
FRMD3	0.0318645295296474	0	0.00931860468858963	0	0	0.00828696010389495	0.0564835294876303	0	0.025458758454208	0.0197133126765225	0.0536674473287701	0.133381909340541	0.0107371946160691	0.0135354283611287	0.111867309444259	0.245295570628442	0.0920469541940855	0.304690278535569	0	0	0.127354217599163	0.261987195441911	0.139770695784082	0.4081105289805	0	0	3	FALSE	TRUE
SP140	0.0595515642685552	0.1049948139197	0.0290215289213455	0.0988771672368165	0.0657486926861426	0.0680277485099007	0.0484939462716767	0.0485074569127559	0.228224846754879	0.513612939244561	0.158821493276882	0.265172327597644	0.0428916489639979	0.0333151114184746	0.387546884983345	0.537068147600308	0.208604580731269	0.514818314410695	0.0074266769335061	0.0803674575289014	0.344224998277583	0.594366295790123	0.140119854895743	0.409737910258536	0.00613575010323651	0.0492150264425008	3	TRUE	TRUE
AIM2	0.0313843200189129	0.0455017087158283	0.0179794615095392	0.0336499086531536	0.0198100291678824	0.0299917032344251	0	0.0683288979993775	0.226922794936859	0.331392288430303	0.115027498265949	0.227935611177436	0.0260268320292839	0.0211112907895353	0.318047032602988	0.73009105147796	0.215846651149414	0.561609012160496	0	0.00774760215659852	0.436805681319753	0.5910676336043	0.210446493423412	0.381524948191517	0.00781739980809216	0.0100741787249428	3	FALSE	TRUE
TRANK1	0.0242272968640281	0.0672243247024932	0.0245437636917676	0.144648657830401	0.00950269499815738	0.0558113211921891	0.0116911428048692	0.14343505385858	0.238927033668888	0.541241721447183	0.104774300353535	0.481749913351185	0.0320876262927668	0.102041876239343	0.32674134583453	0.83503175665786	0.352736741777564	0.768183980824952	0.00676187596872231	0.131856950965401	0.527620339127637	0.854590118462677	0.488303968843353	0.668483394769395	0.015931418346678	0.188187035399863	3	TRUE	FALSE
CACNA1A	0.0550179898087411	0.0284069757369226	0.0791763443931216	0.116613583342484	0.064580918687545	0.0681903067761549	0.0233921663981731	0.0230731786826241	0.277303276104216	0.614886354060009	0.163347224613405	0.501893914257241	0.0328294572727039	0.014315738412868	0.370761503987674	0.739209986184592	0.211304423975067	0.51588754399217	0.0236692245548538	0.0534961206793115	0.363439355815511	0.6511309814212	0.19808720162092	0.575771318658245	0.0195071133289701	0.0152194631128558	3	TRUE	TRUE
FKBP5	0.31295285366567	0.200495751496856	0.13611330829465	0.156143524286988	0.107096084400864	0.192691254653034	0.104465938165995	0.208490413954181	0.200091613771684	0.616569593591462	0.131122601318999	0.526004764818373	0.0870610378035498	0.219191621953857	0.191265065257393	0.578873639250387	0.141574565655715	0.523349952794769	0.234155803013098	0.203350190568208	0.326409966347535	0.725347869687799	0.227022157820665	0.61301653527843	0.117851150480226	0.221269620821224	3	TRUE	TRUE
PARP10	0.0774364945451388	0.0296572379771967	0.0270200665417225	0.0174269728169658	0.0441127972415572	0.0247236367108601	0.0100079701325474	0.0282986677157035	0.233436841730232	0.29146981185161	0.0518771875433372	0.28336433481872	0	0.0609161267192864	0.276782940686816	0.500249823379147	0.0678613102186461	0.381600233458033	0.00615694243143625	0.0994244451965372	0.273578002422445	0.376056021063317	0.24284983933356	0.632949570850577	0.0238433366299341	0.102005353683408	3	FALSE	TRUE
ZBP1	0.0167457835502507	0.0481787093111307	0.021511545352036	0.0612939093617947	0.0289966393128605	0.0420238831094095	0	0	0.180602208760098	0.321920699327689	0.136732749952499	0.217798934625008	0	0	0.256876355935295	0.54148670723725	0.245184851522485	0.434361408717107	0	0.00759778930393912	0.411099778213172	0.725915652494602	0.246445666951764	0.51983379780805	0	0.0155594956733558	3	TRUE	FALSE
NCF1B	0.0441033678591187	0.0147032245579359	0	0.0299123657662787	0	0	0.0101404940756646	0.0182441626426004	0.0857272774046483	0.0548734396765837	0.00964462182715079	0.044589941900464	0.00884121668034928	0.0261306772308583	0.146224592995083	0.196868830836135	0.044118750746617	0.234792213035101	0	0.0336186544851471	0.261890390115298	0.431805167729706	0.0322380714110734	0.37966327214764	0.0180236224922144	0.0940761521917992	3	FALSE	TRUE
